#KeystrokeID,Time,IsKeyDown,Key
0,8.547704699999999,0,LEFT
1,8.666912599999998,1,LEFT
2,9.098904699999999,0,LEFT
3,9.266909,1,LEFT
4,10.8029317,0,KEY_S
5,10.922928,1,KEY_S
6,11.3070365,0,KEY_T
7,11.4190876,1,KEY_T
8,11.5708414,0,KEY_T
9,11.6509795,1,KEY_T
10,11.771032199999999,0,KEY_T
11,11.8750459,1,KEY_T
0,12.0,0,NA
0,13.0,0,NA
0,14.0,0,NA
0,15.0,0,NA
0,16.0,0,NA
0,17.0,0,NA
0,18.0,0,NA
0,19.0,0,NA
0,20.0,0,NA
0,21.0,0,NA
12,22.6828563,0,KEY_Y
13,22.7148046,0,KEY_O
14,22.7788233,1,KEY_Y
15,22.779823899999997,0,KEY_U
16,22.834809399999997,1,KEY_O
17,22.8826782,1,KEY_U
18,22.906916100000004,0,SPACE
19,22.9706003,1,SPACE
20,23.7788441,0,BACK
21,23.8505578,1,BACK
22,24.0110037,0,KEY_T
23,24.106536600000002,0,KEY_U
24,24.1145438,1,KEY_T
25,24.194843,1,KEY_U
26,24.6188425,0,RIGHT
27,24.7229301,0,SPACE
28,24.7468432,1,RIGHT
29,24.8105132,1,SPACE
30,25.0908441,0,KEY_Z
31,25.1948068,1,KEY_Z
32,25.4668456,0,OEM_1
33,25.5629617,1,OEM_1
34,25.8746638,0,BACK
35,25.9548229,1,BACK
36,26.0348378,0,KEY_E
37,26.1628391,1,KEY_E
38,26.2908372,0,KEY_L
39,26.378688899999997,0,KEY_U
40,26.426830900000002,0,KEY_N
41,26.4429838,1,KEY_L
42,26.4826163,1,KEY_U
43,26.5469896,1,KEY_N
44,26.5869213,0,SPACE
45,26.6909316,1,SPACE
46,26.698829800000002,0,KEY_W
47,26.819000899999995,0,KEY_A
48,26.8345172,0,KEY_N
49,26.8589211,1,KEY_W
50,26.938926600000002,1,KEY_N
51,26.9624808,0,KEY_G
52,26.9704874,1,KEY_A
53,27.0509137,1,KEY_G
54,27.058502700000002,0,SPACE
55,27.171299400000002,1,SPACE
56,27.250825199999998,0,KEY_J
57,27.3388859,1,KEY_J
58,27.3393483,0,KEY_I
59,27.4108293,0,KEY_N
60,27.458828399999998,1,KEY_I
61,27.490852,0,KEY_G
62,27.5388587,1,KEY_N
63,27.586756800000003,1,KEY_G
64,27.6509103,0,KEY_Y
65,27.7147168,0,KEY_U
66,27.7468185,1,KEY_Y
67,27.786927000000002,0,KEY_N
68,27.818824300000003,1,KEY_U
69,27.858977600000003,0,SPACE
70,27.906751,1,KEY_N
71,27.938704700000002,1,SPACE
72,28.010902299999998,0,KEY_Y
73,28.1145942,1,KEY_Y
74,28.1160951,0,KEY_A
75,28.2185669,1,KEY_A
76,28.219561199999998,0,KEY_N
77,28.322775800000002,1,KEY_N
78,28.3242779,0,KEY_G
79,28.434825399999994,0,RETURN
80,28.442830400000002,1,KEY_G
81,28.522773100000002,1,RETURN
0,29.0,0,NA
0,30.0,0,NA
0,31.0,0,NA
0,32.0,0,NA
0,33.0,0,NA
0,34.0,0,NA
0,35.0,0,NA
0,36.0,0,NA
82,37.5398062,0,KEY_B
83,37.624450700000004,0,KEY_A
84,37.6583026,1,KEY_B
85,37.6669044,0,RIGHT
86,37.7388324,1,KEY_A
87,37.80288579999999,1,RIGHT
88,38.082633799999996,0,SPACE
89,38.1554852,1,SPACE
90,38.5713797,0,BACK
91,38.6594222,1,BACK
92,38.7844367,0,KEY_I
93,38.9226186,1,KEY_I
94,38.955355700000005,0,KEY_D
95,39.0224886,0,KEY_U
96,39.066199,1,KEY_D
97,39.1045157,1,KEY_U
98,39.5946897,0,OEM_PERIOD
99,39.706493200000004,1,OEM_PERIOD
100,39.75336970000001,0,KEY_C
101,39.852869399999996,0,KEY_O
102,39.874467200000005,1,KEY_C
103,39.8992256,0,KEY_M
104,39.9223871,1,KEY_O
105,40.002841100000005,1,KEY_M
106,40.362226899999996,0,RIGHT
107,40.502964399999996,0,SPACE
108,40.514708899999995,1,RIGHT
109,40.6339666,1,SPACE
110,41.08266939999999,0,BACK
111,41.1710401,1,BACK
112,41.280429299999994,0,RETURN
113,41.3788652,1,RETURN
0,42.0,0,NA
114,43.291045399999994,0,KEY_W
115,43.3380736,0,KEY_A
116,43.39414,1,KEY_W
117,43.4507636,1,KEY_A
118,43.6507769,0,KEY_N
119,43.7225329,0,KEY_G
120,43.7385454,1,KEY_N
121,43.7943157,1,KEY_G
122,43.9223487,0,KEY_Z
123,44.026165,1,KEY_Z
124,44.1461329,0,KEY_E
125,44.242132500000004,0,KEY_L
126,44.2744989,1,KEY_E
127,44.3142643,0,KEY_U
128,44.3625907,0,KEY_N
129,44.3705966,1,KEY_L
130,44.4184002,1,KEY_U
131,44.490452000000005,1,KEY_N
132,44.498457,0,SPACE
133,44.6020859,1,SPACE
134,44.7543967,0,KEY_Y
135,44.8429475,1,KEY_Y
136,44.866986499999996,0,KEY_A
137,44.9468432,0,KEY_N
138,44.978995899999994,1,KEY_A
139,45.0428259,1,KEY_N
140,45.043804200000004,0,KEY_G
141,45.1460381,0,KEY_J
142,45.162052200000005,1,KEY_G
143,45.2181476,0,KEY_I
144,45.234172799999996,1,KEY_J
145,45.322190500000005,0,KEY_N
146,45.338204,1,KEY_I
147,45.37083270000001,0,KEY_G
148,45.4508231,1,KEY_N
149,45.4516463,1,KEY_G
150,45.5383235,0,KEY_Y
151,45.6103789,0,KEY_U
152,45.634435100000005,1,KEY_Y
153,45.6743178,0,KEY_N
154,45.698463399999994,1,KEY_U
155,45.7705985,1,KEY_N
156,45.78681829999999,0,RETURN
157,45.866379200000004,1,RETURN
0,46.0,0,NA
0,47.0,0,NA
0,48.0,0,NA
158,49.9146452,0,LCONTROL
159,49.9626767,0,KEY_C
160,50.0749092,1,KEY_C
161,50.0989352,1,LCONTROL
162,50.554612799999994,0,LCONTROL
163,50.5786536,0,KEY_A
164,50.6884881,0,KEY_V
165,50.706788700000004,1,KEY_A
166,50.7304522,1,KEY_V
167,50.7882824,1,LCONTROL
0,51.0,0,NA
168,52.530346200000004,0,SPACE
169,52.6659394,1,SPACE
170,52.9461568,0,RETURN
171,53.087309600000005,1,RETURN
0,54.0,0,NA
0,55.0,0,NA
0,56.0,0,NA
0,57.0,0,NA
172,58.0992687,0,KEY_B
173,58.17796510000001,0,KEY_A
174,58.21847929999999,1,KEY_B
175,58.2424938,0,RIGHT
176,58.2584243,1,KEY_A
177,58.370115500000004,1,RIGHT
178,58.39476750000001,0,SPACE
179,58.4987586,1,SPACE
180,58.8681022,0,BACK
181,58.9511864,1,BACK
182,59.294953899999996,0,KEY_I
183,59.362764,0,KEY_D
184,59.370611399999994,1,KEY_I
185,59.442013,0,KEY_U
186,59.4827458,1,KEY_D
187,59.501990899999996,1,KEY_U
188,60.2226387,0,OEM_PERIOD
189,60.3005619,1,OEM_PERIOD
190,60.37868710000001,0,KEY_C
191,60.4509517,0,KEY_O
192,60.4879701,1,KEY_C
193,60.519222,0,KEY_M
194,60.5543743,1,KEY_O
195,60.6176664,1,KEY_M
196,60.8158809,0,RETURN
197,60.946206000000004,1,RETURN
198,61.77831460000001,0,KEY_J
199,61.9067184,1,KEY_J
200,61.910904,0,KEY_I
201,62.015947,0,KEY_N
202,62.026341,1,KEY_I
203,62.138234700000005,1,KEY_N
204,62.14440749999999,0,KEY_G
205,62.250076,1,KEY_G
206,62.271848,0,KEY_S
207,62.3787248,1,KEY_S
208,62.4581145,0,KEY_E
209,62.5317858,1,KEY_E
210,62.547411,0,RETURN
211,62.6586045,1,RETURN
0,63.0,0,NA
0,64.0,0,NA
0,65.0,0,NA
0,66.0,0,NA
0,67.0,0,NA
0,68.0,0,NA
0,69.0,0,NA
0,70.0,0,NA
0,71.0,0,NA
0,72.0,0,NA
0,73.0,0,NA
212,74.70975990000001,0,BACK
213,74.79809859999999,1,BACK
214,74.860598,0,BACK
215,74.94664250000001,1,BACK
216,75.03049250000001,0,KEY_G
217,75.1161796,1,KEY_G
218,75.2133673,0,KEY_U
219,75.3146624,1,KEY_U
220,75.3171045,0,KEY_A
221,75.383708,0,KEY_N
222,75.42628570000001,1,KEY_A
223,75.4601083,1,KEY_N
224,75.60606740000001,0,RETURN
225,75.6660936,1,RETURN
0,76.0,0,NA
0,77.0,0,NA
226,78.4266697,0,LCONTROL
227,78.4907128,0,KEY_C
228,78.6340565,1,KEY_C
229,78.75402509999999,1,LCONTROL
0,79.0,0,NA
230,80.6296301,0,LCONTROL
231,80.6827557,0,KEY_V
232,80.8184814,1,KEY_V
233,80.8582495,1,LCONTROL
0,81.0,0,NA
0,82.0,0,NA
234,83.18660159999999,0,LCONTROL
235,83.4120853,0,KEY_A
236,83.4898407,0,KEY_C
237,83.55372990000001,1,KEY_A
238,83.62659570000001,1,KEY_C
239,83.7946891,1,LCONTROL
0,84.0,0,NA
0,85.0,0,NA
0,86.0,0,NA
240,87.5860296,0,LCONTROL
241,87.65851359999999,0,KEY_A
242,87.7225642,0,KEY_V
243,87.7545648,1,KEY_A
244,87.8345105,1,KEY_V
245,87.87457020000001,1,LCONTROL
0,88.0,0,NA
0,89.0,0,NA
0,90.0,0,NA
0,91.0,0,NA
0,92.0,0,NA
0,93.0,0,NA
0,94.0,0,NA
0,95.0,0,NA
0,96.0,0,NA
0,97.0,0,NA
0,98.0,0,NA
0,99.0,0,NA
0,100.0,0,NA
0,101.0,0,NA
0,102.0,0,NA
0,103.0,0,NA
0,104.0,0,NA
0,105.0,0,NA
0,106.0,0,NA
0,107.0,0,NA
0,108.0,0,NA
0,109.0,0,NA
0,110.0,0,NA
0,111.0,0,NA
0,112.0,0,NA
0,113.0,0,NA
0,114.0,0,NA
0,115.0,0,NA
0,116.0,0,NA
0,117.0,0,NA
0,118.0,0,NA
0,119.0,0,NA
0,120.0,0,NA
0,121.0,0,NA
0,122.0,0,NA
0,123.0,0,NA
246,124.95420790000001,0,LEFT
247,125.0662636,1,LEFT
0,126.0,0,NA
0,127.0,0,NA
0,128.0,0,NA
248,129.5224101,0,LEFT
249,129.6262714,1,LEFT
