Frame#,Time,Perspiration
206,22.40174,0.008328253
208,22.5361,0.006954849
209,22.66895,0.007089822
210,22.7998,0.0061159
211,22.93817,0.005663692
212,23.06651,0.005274989
213,23.19886,0.005625423
214,23.33623,0.005404908
215,23.46758,0.00464707
216,23.59943,0.00658289
217,23.73479,0.00664716
218,23.86864,0.007236046
219,24.02456,0.006226548
220,24.13485,0.006258101
221,24.2677,0.00678748
222,24.40157,0.006051608
223,24.54043,0.005524534
224,24.6803,0.00631824
227,24.80164,0.007231978
228,24.94198,0.0067653
229,25.08232,0.006756954
230,25.24507,0.005408914
231,25.37127,0.005352535
232,25.46884,0.004952719
233,25.60169,0.005208761
234,25.73655,0.006506684
235,25.8694,0.006544313
236,26.00275,0.005473729
237,26.13711,0.005679444
238,26.2703,0.006846536
239,26.40466,0.006436425
240,26.53852,0.006509103
241,26.67087,0.006990198
242,26.80472,0.00627998
243,26.93657,0.006230796
244,27.08246,0.006773402
245,27.20529,0.005532836
246,27.33563,0.005386256
247,27.47099,0.006144963
248,27.60535,0.005770984
249,27.74522,0.006281498
250,27.87106,0.006454733
251,28.00491,0.007106978
252,28.15281,0.006530444
253,28.27113,0.006448521
254,28.41451,0.006070905
255,28.54436,0.006839637
256,28.56441,0.006527958
257,28.6722,0.006527958
258,28.80655,0.007232482
259,28.93991,0.006814817
260,29.08329,0.006549645
261,29.0888,0.007739177
263,29.20912,0.007739177
264,29.34048,0.006656298
265,29.47684,0.006193742
266,29.60868,0.006440843
267,29.74003,0.006441572
268,29.87339,0.006644557
269,30.00875,0.006314497
270,30.15113,0.006047276
271,30.27646,0.005956221
272,30.41232,0.006198303
273,30.54367,0.006867419
274,30.56924,0.007238364
276,30.67702,0.007238364
277,30.81038,0.006220184
278,30.94173,0.00613046
279,31.08611,0.006386174
280,31.21044,0.007057269
281,31.35382,0.007554479
282,31.47615,0.007564861
283,31.63256,0.006344867
284,31.74286,0.007151472
285,31.75389,0.006643051
286,31.87521,0.006663304
287,32.01458,0.006352921
288,32.14141,0.00596612
289,32.27527,0.00765334
290,32.41114,0.006891394
291,32.54198,0.00647366
292,32.69639,0.007173482
293,32.81671,0.006519273
296,32.94355,0.007183602
297,33.08443,0.006108633
300,33.21327,0.006053368
301,33.34512,0.006038746
302,33.49301,0.005657993
305,33.61483,0.007267054
307,33.74468,0.006348756
308,33.87904,0.005302476
309,34.01339,0.005750002
310,34.14424,0.006036337
311,34.2786,0.00602214
312,34.41447,0.006373154
313,34.54531,0.007406555
314,34.68969,0.00644572
315,34.81352,0.006052175
316,34.94487,0.00700795
317,35.08023,0.009350172
318,35.08524,0.007505948
319,35.21609,0.007505948
321,35.34543,0.008028331
322,35.4838,0.00727748
323,35.61365,0.007703512
324,35.74501,0.006780692
325,35.88186,0.0069463
326,36.01622,0.007042661
327,36.14606,0.007152583
328,36.27942,0.008384446
329,36.41478,0.007015851
330,36.54763,0.007181876
331,36.68148,0.007577807
332,36.82035,0.006640655
333,36.82336,0.007225452
334,36.9492,0.007225452
335,37.09107,0.005933654
336,37.21641,0.006549191
337,37.34826,0.006569455
338,37.48462,0.006168073
339,37.62098,0.00609236
341,37.74882,0.006253442
342,37.88318,0.005495062
343,38.01804,0.005639057
344,38.14788,0.005732184
345,38.28324,0.005726695
346,38.4161,0.005102383
347,38.54895,0.006224841
348,38.68882,0.005832041
349,38.81766,0.006210465
350,38.94801,0.005591299
351,39.08237,0.006984173
352,39.21722,0.006050415
353,39.35058,0.005024854
354,39.50449,0.005857852
357,39.52605,0.007514945
358,39.61779,0.007514945
359,39.75064,0.007793284
360,39.89603,0.005403909
361,39.91658,0.007085725
363,40.02537,0.007085725
364,40.15221,0.00726823
365,40.28757,0.006727339
366,40.41792,0.006411691
367,40.55578,0.006837602
368,40.68663,0.007076946
369,40.81948,0.006530371
370,40.95184,0.007958279
371,41.09822,0.007000866
372,41.21854,0.005848245
373,41.35541,0.006689831
374,41.48676,0.006588233
375,41.61811,0.007672353
376,41.75698,0.006382385
377,41.88784,0.005186628
378,42.02619,0.005749581
380,42.15554,0.005913893
381,42.28839,0.007188088
382,42.43377,0.0057405
384,42.5556,0.006258861
386,42.69848,0.005477929
387,42.8208,0.005038442
388,42.95667,0.005406137
389,43.08701,0.005517448
390,43.22137,0.005475831
391,43.36176,0.006464494
392,43.48808,0.005991759
393,43.62394,0.006055467
395,43.75676,0.006313719
396,43.76176,0.005343496
397,43.89011,0.00533945
398,44.02297,0.005569388
399,44.15481,0.0058467
400,44.28766,0.00538871
401,44.42252,0.00561665
402,44.55738,0.005973789
403,44.69173,0.005911442
404,44.83512,0.006745331
405,44.95794,0.008294763
406,45.08779,0.007710654
407,45.22415,0.007788573
408,45.35752,0.007705077
409,45.50289,0.007835438
410,45.62371,0.008507809
411,45.75908,0.007094011
412,45.77562,0.007619916
413,45.88992,0.007995406
414,46.02328,0.006890346
415,46.15663,0.006394505
416,46.2975,0.006271063
417,46.42434,0.006492754
418,46.43988,0.006662779
419,46.55922,0.00696892
420,46.68956,0.007533342
421,46.82441,0.007288299
422,46.95776,0.008653982
423,47.09262,0.006924338
424,47.22497,0.006253127
425,47.35833,0.00717841
426,47.49419,0.006552911
427,47.62553,0.007347532
428,47.7634,0.006610581
429,47.89325,0.006609943
430,48.0251,0.006369751
431,48.15948,0.006686851
432,48.29383,0.005678954
434,48.42569,0.005858196
435,48.56456,0.005827745
437,48.70443,0.005833855
438,48.82475,0.006444569
439,48.96412,0.005982539
441,48.96813,0.006151723
443,49.22782,0.00605911
444,49.36769,0.005850542
445,49.49804,0.005517613
446,49.62788,0.005430157
448,49.77277,0.006568387
450,49.89359,0.006186678
451,50.02644,0.007235052
452,50.1613,0.006026511
453,50.29516,0.007706707
454,50.42651,0.006993032
455,50.56087,0.006411702
456,50.69572,0.006936477
457,50.82757,0.006719979
458,50.97095,0.006637692
462,51.364,0.007163252
463,51.49635,0.007082812
464,51.6277,0.006228581
465,51.7776,0.005900003
466,51.89491,0.00652714
467,52.03027,0.007990221
468,52.16362,0.008858488
469,52.29597,0.008260248
470,52.42883,0.007406323
471,52.5672,0.007966201
472,52.69553,0.007459157
473,52.82939,0.006894989
474,52.96525,0.006580337
475,53.10913,0.006765169
476,53.22996,0.006270049
477,53.36582,0.005902045
478,53.49717,0.00602999
479,53.62851,0.006696686
480,53.76889,0.006070584
483,53.89973,0.006070584
484,54.03209,0.005724433
485,54.16645,0.006528511
487,54.29732,0.005979024
488,54.43215,0.006512682
490,54.56701,0.007051898
491,54.69786,0.006461995
492,54.83272,0.006846766
493,54.96657,0.006560015
495,55.09892,0.006891531
496,55.23228,0.006668492
497,55.36663,0.007088728
498,55.49799,0.007019353
499,55.63886,0.006442111
500,55.76771,0.005481068
501,55.89905,0.005712185
502,56.03341,0.006033127
503,56.16726,0.006636676
504,56.29861,0.006044438
505,56.43248,0.00672198
506,56.56883,0.008029118
507,56.69968,0.007366023
508,56.83203,0.007368381
509,56.9699,0.006687161
510,57.10074,0.005787948
511,57.2326,0.007858761
512,57.36996,0.008203443
513,57.37197,0.006787548
514,57.50281,0.006803709
515,57.63366,0.006830789
516,57.76852,0.006870615
517,57.90187,0.00701011
518,58.03523,0.006934992
519,58.16808,0.007583959
521,58.30195,0.006773991
522,58.43379,0.006951678
523,58.56965,0.007199959
524,58.7025,0.006153411
525,58.83736,0.007220399
526,58.96921,0.007165189
527,59.10307,0.006355445
528,59.23592,0.00621692
529,59.37028,0.006085034
530,59.50463,0.006637436
531,59.63598,0.006272364
532,59.77235,0.00701533
534,59.9062,0.006420479
537,60.06562,0.00634664
539,60.1704,0.006622833
540,60.30626,0.007355354
542,60.44062,0.006985193
543,60.45466,0.006433035
544,60.57097,0.006463597
545,60.70282,0.006633922
546,60.83969,0.006876114
547,60.97103,0.006091954
548,61.10389,0.005736342
549,61.23724,0.006050529
550,61.3721,0.005729382
551,61.50463,0.005758859
552,61.52469,0.005868435
553,61.6395,0.005868435
554,61.64451,0.006870609
555,61.77486,0.006870609
557,61.9042,0.00778013
558,62.04006,0.007752191
559,62.17191,0.007284337
560,62.30428,0.006956506
561,62.43862,0.00570388
562,62.57247,0.00552831
563,62.70683,0.006717557
564,62.84269,0.005946288
565,62.8467,0.005885724
566,62.97203,0.005885724
567,63.12545,0.006178082
571,63.24427,0.006561805
572,63.24777,0.006624738
573,63.3731,0.006624738
574,63.50645,0.006289962
575,63.64532,0.005902696
576,63.77317,0.0061457
577,63.90903,0.006778108
578,64.04188,0.007113499
579,64.17273,0.008352039
580,64.30658,0.007284675
581,64.44094,0.006817371
582,64.57379,0.007420891
583,64.70915,0.008466277
584,64.84401,0.008142682
585,64.97486,0.00666499
586,65.10872,0.008601235
587,65.2551,0.007566026
588,65.26012,0.008173887
589,65.37943,0.008173887
590,65.50928,0.006581614
591,65.64565,0.007672583
592,65.77649,0.006832251
594,65.90934,0.007658791
595,66.0427,0.005643139
596,66.17605,0.006388613
613,68.04703,0.006166564
614,68.17887,0.006533341
616,68.44809,0.007502745
617,68.57744,0.007726804
618,68.71831,0.007680011
624,69.11593,0.007680011
625,69.24678,0.007268738
626,69.39617,0.007822847
631,69.64674,0.007129689
632,69.78258,0.006494104
634,69.91443,0.006487995
635,70.04979,0.005843465
636,70.18114,0.005725741
637,70.314,0.005668706
638,70.44634,0.006945301
639,70.58672,0.006230905
640,70.71556,0.005550829
641,70.84741,0.005802042
642,70.99781,0.006743954
643,71.11763,0.006188758
644,71.24948,0.007045299
645,71.38233,0.007375752
646,71.51569,0.006636833
647,71.64904,0.00644933
648,71.78189,0.007095905
649,71.91576,0.006977913
650,72.04809,0.006683637
651,72.18144,0.007269845
652,72.31881,0.007210558
653,72.45016,0.007293973
654,72.58501,0.005810211
655,72.71687,0.006459315
656,72.85473,0.005970212
659,72.98608,0.006081949
660,73.13247,0.006020744
662,73.2523,0.005764404
663,73.39968,0.006185872
666,73.6512,0.0057534
667,73.78305,0.005020642
668,73.9169,0.006089541
670,74.05127,0.006089541
671,74.18362,0.006487683
672,74.31747,0.005690125
673,74.45383,0.004941923
674,74.58468,0.005162483
675,74.73057,0.004862993
676,74.86293,0.00495998
677,74.98524,0.004984625
678,75.12061,0.005012518
679,75.25095,0.004941179
681,75.52418,0.004484479
682,75.65402,0.005540294
683,75.78889,0.005890368
684,75.91772,0.005659687
685,76.05408,0.005619509
686,76.18845,0.006014599
687,76.3213,0.00620571
688,76.45315,0.006896198
689,76.58851,0.005577322
690,76.7364,0.005837217
691,76.85271,0.006443508
692,76.99358,0.007518283
693,77.12393,0.007516552
694,77.25528,0.00662594
695,77.38914,0.005987428
696,77.52149,0.006125724
697,77.65634,0.006034459
699,77.7917,0.006034459
701,77.92355,0.005669265
702,78.05441,0.004876485
703,78.18977,0.005566023
704,78.32161,0.006276025
705,78.45497,0.006654549
706,78.58932,0.006522644
707,78.72168,0.006846078
708,78.86756,0.005654704
709,78.99342,0.00631858
710,79.12375,0.005554522
711,79.2581,0.005750638
712,79.39146,0.005057905
713,79.52331,0.007121552
714,79.67571,0.007075524
717,79.79102,0.005722306
719,79.92387,0.006874482
722,80.19108,0.006874482
723,80.32594,0.007111156
724,80.45629,0.006249072
725,80.60067,0.00625454
726,80.72601,0.006649346
727,80.85735,0.006530051
728,80.99572,0.005830702
729,81.12507,0.006461552
730,81.25942,0.00587803
732,81.39428,0.00587803
735,81.52713,0.00511565
736,81.66399,0.005761954
737,81.79284,0.006166423
738,81.9267,0.006161898
739,82.05804,0.006322215
740,82.1944,0.006305327
741,82.32676,0.006409322
742,82.45861,0.007082955
743,82.59296,0.006663026
744,82.72582,0.006744728
745,82.8692,0.006505201
746,82.99704,0.0066896
748,83.12788,0.007252403
750,83.25924,0.006819066
751,83.3961,0.005880377
752,83.71937,0.00634735
753,83.83668,0.006565159
754,83.92844,0.006374725
755,84.06079,0.00785936
756,84.19663,0.006837254
757,84.32698,0.005924858
758,84.46184,0.006207829
760,84.59619,0.006770346
761,84.60171,0.007611294
762,84.74007,0.007871771
763,84.8619,0.007548587
764,84.99576,0.006717734
765,85.12761,0.007232416
766,85.26147,0.005958462
767,85.39683,0.007434003
769,85.52767,0.007434003
770,85.66403,0.007219103
773,85.92774,0.006693709
774,86.0631,0.006038656
776,86.20698,0.005859439
778,86.33181,0.006399968
781,86.46416,0.006334031
782,86.59852,0.005936143
784,86.73237,0.005800643
786,86.73538,0.006444463
787,86.86422,0.006395264
790,86.99757,0.005343653
791,87.12943,0.005972956
792,87.26379,0.00588628
793,87.39764,0.006349989
794,87.53051,0.005573305
795,87.66385,0.006327275
796,87.79921,0.006656379
798,87.94871,0.006652384
799,88.07432,0.007104879
800,88.20065,0.006624553
801,88.3305,0.006512288
802,88.46436,0.006145708
803,88.60122,0.00611478
805,88.73106,0.006395474
806,88.86542,0.006653163
807,89.00128,0.006151695
808,89.13213,0.007098195
811,89.26548,0.00636075
812,89.39984,0.006916894
813,89.53119,0.006126824
814,89.67657,0.006991195
817,89.71217,0.006496516
819,89.80042,0.006496516
821,89.93176,0.006289606
822,90.06562,0.006739629
823,90.20448,0.006593419
824,90.33232,0.007026291
826,90.4772,0.007159418
827,90.60112,0.006712075
829,90.73196,0.007575882
830,90.86633,0.007604613
831,91.01484,0.006886977
832,91.13265,0.006775924
833,91.26952,0.007326354
834,91.28606,0.007698958
836,91.4016,0.007698958
837,91.53447,0.008999432
838,91.67032,0.00848968
840,91.80217,0.007169857
841,91.93652,0.008258495
842,91.96059,0.009595299
843,92.06788,0.009099069
845,92.20775,0.008139662
873,94.33741,0.008139662
874,94.47178,0.007796802
875,94.60412,0.007757593
877,94.73697,0.007355054
878,94.87183,0.006490598
879,95.00518,0.007602774
880,95.13754,0.007344983
881,95.2739,0.007725726
882,95.40424,0.007900007
883,95.5396,0.00655801
885,95.67245,0.00655801
887,95.80481,0.006557846
889,95.94218,0.006680512
890,96.07202,0.006769959
891,96.20738,0.006719977
894,96.33772,0.00634038
896,96.47258,0.006890541
897,96.61246,0.006222227
898,96.73979,0.007170833
899,96.87365,0.007816261
900,97.01502,0.007249054
901,97.13885,0.006410925
902,97.27371,0.008146491
903,97.41058,0.007565725
904,97.54193,0.006947629
905,97.67428,0.006168408
906,97.81364,0.007027062
907,97.94099,0.007033354
908,98.08756,0.007388257
909,98.09158,0.006731857
910,98.20695,0.006731857
911,98.34131,0.00571757
912,98.47617,0.007070564
913,98.60651,0.006901478
914,98.74237,0.006333331
915,98.87874,0.005972625
916,99.00858,0.005671683
917,99.14294,0.005252224
918,99.27479,0.005659928
919,99.40814,0.005923435
920,99.54401,0.006258715
921,99.68488,0.006722638
924,99.80971,0.005847858
925,99.94456,0.006513367
926,100.0769,0.006337046
927,100.2313,0.006215844
930,100.3506,0.007427037
931,100.4775,0.006659754
932,100.6103,0.007189448
933,100.7507,0.005734241
934,100.8765,0.006929771
935,101.0109,0.006926456
936,101.0139,0.008406131
937,101.1578,0.008406131
938,101.2881,0.006817938
939,101.411,0.00584791
940,101.5463,0.005984774
941,101.6782,0.006549145
942,101.8115,0.005787498
943,101.9459,0.005452632
944,102.0789,0.00615849
945,102.2112,0.005703388
946,102.2202,0.006642068
947,102.3461,0.006642068
948,102.3506,0.006418043
951,102.6173,0.005699621
953,102.7461,0.006378258
954,102.879,0.006626987
955,103.0184,0.006624159
956,103.1462,0.006483566
957,103.2786,0.007479716
958,103.4204,0.005583479
959,103.5493,0.005786542
960,103.6811,0.006298736
961,103.8205,0.006145493
962,103.9489,0.005938275
963,104.0802,0.00637867
964,104.2186,0.006458191
965,104.3464,0.006727956
966,104.4798,0.007172815
967,104.6317,0.007011108
968,104.748,0.006683877
969,104.8803,0.006757054
971,105.0162,0.006387615
972,105.1485,0.0062479
973,105.2804,0.006549293
974,105.4162,0.007095856
975,105.5496,0.0067801
976,105.6814,0.006587912
977,105.8183,0.006022581
979,105.9492,0.006188655
980,106.081,0.006779923
981,106.2164,0.006458899
982,106.3492,0.007280935
983,106.4811,0.006956253
984,106.6204,0.006790822
985,106.7498,0.007803994
986,106.8861,0.007124434
987,107.0285,0.007200007
988,107.1508,0.007074186
989,107.2822,0.007018175
990,107.4186,0.006092719
991,107.5529,0.006708957
992,107.5584,0.006445399
993,107.6823,0.006445399
994,107.8251,0.006625179
995,107.9517,0.006116354
996,108.0845,0.007044821
998,108.2204,0.007092959
1000,108.3522,0.005971855
1001,108.4836,0.006034956
1002,108.6195,0.00588114
1003,108.7593,0.006622239
1004,108.7633,0.006577817
1006,108.8841,0.006577817
1007,108.8977,0.006315838
1008,109.02,0.006315838
1009,109.1529,0.006992619
1010,109.2852,0.006813522
1011,109.4216,0.007013363
1012,109.5524,0.006015772
1013,109.6843,0.00645162
1014,109.8211,0.006434051
1015,109.9545,0.006683719
1016,110.0858,0.006861756
1017,110.2207,0.007580115
1018,110.3531,0.007136513
1019,110.4849,0.007033146
1020,110.6228,0.007645801
1022,110.7531,0.007068539
1023,110.887,0.006960018
1024,111.0203,0.007389339
1025,111.1551,0.006981851
1026,111.2865,0.007645851
1027,111.4228,0.008246137
1028,111.5557,0.008099617
1029,111.687,0.00766818
1030,111.8329,0.006958558
1031,111.9593,0.00695426
1033,112.0886,0.007454547
1035,112.2235,0.007324413
1036,112.3548,0.007205946
1037,112.4882,0.008493163
1038,112.623,0.009179838
1039,112.628,0.009114087
1040,112.7579,0.009114087
1041,112.7604,0.008230163
1042,112.8897,0.008230163
1043,113.0226,0.007441278
1044,113.156,0.006937361
1045,113.2878,0.007267161
1046,113.4367,0.007174966
1047,113.5601,0.007092518
1048,113.5721,0.006093608
1049,113.6899,0.006093608
1051,113.8248,0.006724629
1052,113.8323,0.007645744
1053,113.9576,0.007645744
1054,114.091,0.007754738
1055,114.2238,0.005965561
1056,114.3587,0.006109077
1057,114.49,0.007063912
1058,114.6264,0.006013413
1059,114.7582,0.006492741
1060,114.8906,0.007599976
1061,115.0275,0.00687893
1062,115.1573,0.006878991
1063,115.2907,0.006491681
1064,115.4245,0.006296722
1065,115.5599,0.006299331
1066,115.7013,0.007259422
1068,115.8321,0.007002589
1069,115.9599,0.005940119
1070,116.1018,0.006090512
1071,116.2262,0.006388699
1072,116.3595,0.007154755
1073,116.4944,0.007141019
1074,116.4969,0.006835499
1075,116.6262,0.006835499
1076,116.7588,0.006870006
1077,116.8917,0.00655075
1078,117.0276,0.006534387
1079,117.1594,0.007329038
1080,117.2918,0.006258495
1081,117.4261,0.006952952
1082,117.559,0.006929153
1083,117.6928,0.005834573
1084,117.8317,0.006959452
1085,117.96,0.00682103
1086,118.0929,0.006432611
1087,118.2288,0.005917801
1088,118.2318,0.006137312
1089,118.3616,0.006137312
1090,118.493,0.006249177
1091,118.6283,0.006309239
1092,118.7617,0.006539356
1093,118.894,0.006966139
1094,119.0304,0.007671299
1095,119.1607,0.007421671
1096,119.2961,0.006461292
1097,119.4305,0.007569716
1098,119.5608,0.00696904
1099,119.6967,0.006635094
1100,119.8305,0.007097068
1101,119.9614,0.00703553
1102,120.0952,0.007624844
1103,120.2346,0.007293478
1104,120.3634,0.006719948
1105,120.4958,0.006115675
1106,120.6291,0.006555391
1107,120.762,0.007316792
1108,120.8963,0.00716044
1109,121.0307,0.007479029
1110,121.1626,0.006749295
1111,121.2969,0.006294876
1112,121.4313,0.007268601
1113,121.5852,0.006749987
1114,121.6985,0.006826671
1115,121.8318,0.006484856
1116,121.9642,0.006201553
1117,122.0995,0.006329414
1118,122.2324,0.007146668
1119,122.3813,0.005743904
1122,122.5001,0.00629762
1123,122.631,0.005621322
1124,122.7884,0.006354284
1127,122.9002,0.006678502
1128,123.031,0.006349288
1129,123.1664,0.00710683
1131,123.3062,0.00620606
1133,123.4336,0.006201447
1134,123.5689,0.005559027
1136,123.6988,0.006298582
1137,123.8346,0.006792284
1138,123.967,0.007442077
1139,123.9861,0.006389582
1141,124.1204,0.006389582
1142,124.2367,0.007009475
1143,124.3671,0.007345472
1144,124.5004,0.00758154
1145,124.6433,0.007409385
1146,124.7671,0.006852416
1147,124.8995,0.006992119
1148,125.0399,0.00721269
1149,125.1739,0.007530171
1152,125.3018,0.007979654
1153,125.3043,0.007489901
1154,125.4557,0.007489901
1155,125.5685,0.006646554
1156,125.5755,0.006660995
1157,125.7033,0.006660995
1158,125.8337,0.006010417
1159,125.9675,0.00669631
1160,126.1009,0.006964369
1161,126.2348,0.006939033
1162,126.3676,0.006863757
1163,126.501,0.006476168
1164,126.6363,0.006902677
1165,126.7687,0.007424745
1166,126.902,0.007015876
1167,127.0349,0.00738132
1168,127.1687,0.006873518
1169,127.3025,0.006572179
1170,127.4349,0.007098232
1171,127.5698,0.00729504
1172,127.7026,0.007076665
1173,127.836,0.007478034
1174,127.9693,0.008152403
1175,128.1022,0.007940738
1176,128.236,0.007238618
1177,128.3773,0.007090343
1179,128.5046,0.00714816
1180,128.5081,0.008188876
1181,128.6385,0.008188876
1183,128.7733,0.007454794
1187,128.9052,0.006496628
1188,129.0395,0.006759411
1189,129.0495,0.0071355
1190,129.1709,0.0071355
1191,129.3047,0.006646146
1192,129.4376,0.006444117
1193,129.5825,0.007822226
1194,129.594,0.006922202
1195,129.7058,0.006922202
1196,129.8382,0.006632858
1197,129.9735,0.007542844
1198,130.1039,0.008171003
1199,130.2397,0.007512544
1200,130.3736,0.007001297
1201,130.5149,0.007697005
1202,130.6393,0.007547467
1203,130.7741,0.007142088
1206,130.9055,0.007115451
1208,131.0489,0.006763378
1209,131.1747,0.00618008
1211,131.3065,0.006733335
1212,131.4394,0.006146468
1213,131.5803,0.00668991
1214,131.5963,0.006726789
1215,131.7071,0.006726789
1216,131.7136,0.006634049
1219,131.9889,0.006350964
1221,132.1227,0.006272004
1222,132.1348,0.006399988
1223,132.241,0.006399988
1224,132.3949,0.006925561
1225,132.5082,0.005999972
1226,132.6406,0.005855295
1227,132.7769,0.006543537
1228,132.9208,0.006770011
1229,133.0472,0.006808023
1230,133.177,0.007054538
1231,133.3214,0.007217016
1232,133.4412,0.006633323
1233,133.5751,0.006904129
1234,133.7095,0.007392001
1235,133.8504,0.007857539
1236,133.9778,0.006890677
1237,134.1096,0.007526311
1238,134.243,0.00770525
1239,134.4129,0.008566661
1244,134.5112,0.007693841
1245,134.643,0.008890841
1246,134.6661,0.008299297
1247,134.7899,0.008299297
1251,134.9117,0.007382584
1253,135.0431,0.007315094
1254,135.1805,0.008542178
1256,135.3192,0.006897754
1257,135.4436,0.006692211
1258,135.586,0.007553246
1260,135.7148,0.006750981
1261,135.8471,0.006842816
1262,135.991,0.008097944
1263,136.1124,0.007103975
1264,136.2467,0.006816426
1266,136.3821,0.008046723
1268,136.5124,0.007039997
1270,136.6458,0.007659507
1271,136.7826,0.007733312
1272,136.926,0.008533309
1273,137.0458,0.008276485
1274,137.1827,0.007804094
1275,137.312,0.00700061
1276,137.4459,0.007597513
1277,137.5802,0.007186574
1278,137.7121,0.006764795
1279,137.846,0.006077087
1280,137.9813,0.007584077
1281,138.1132,0.007360977
1282,138.252,0.008201468
1283,138.3819,0.006984354
1284,138.5137,0.006305349
1285,138.6471,0.006786653
1286,138.7829,0.008214996
1287,138.9128,0.008473918
1288,139.0487,0.007527527
1289,139.1825,0.007138477
1292,139.3159,0.006169996
