Time,X,Y,Type
1963.274,1221,510, 0
1963.282,1223,512, 0
1963.29,1223,512, 0
1963.298,1225,513, 0
1963.306,1226,513, 0
1963.314,1226,514, 0
1963.322,1226,514, 0
1963.33,1227,514, 0
1963.338,1228,514, 0
1963.426,1228,515, 0
1963.434,1228,515, 0
1963.442,1226,515, 0
1963.45,1225,515, 0
1963.458,1224,515, 0
1963.466,1224,515, 0
1963.474,1223,515, 0
1963.482,1220,515, 0
1963.49,1218,515, 0
1963.498,1211,515, 0
1963.506,1207,515, 0
1963.514,1203,514, 0
1963.522,1186,513, 0
1963.53,1179,512, 0
1963.538,1167,511, 0
1963.546,1164,511, 0
1963.554,1162,511, 0
1963.562,1159,511, 0
1963.57,1158,511, 0
1963.578,1157,511, 0
1963.602,1156,511, 0
1963.658,1156,510, 0
1963.666,1155,510, 0
1963.682,1155,510, 0
1963.69,1154,509, 0
1963.706,1154,509, 0
1963.714,1154,508, 0
1963.722,1153,508, 0
1963.73,1153,508, 0
1963.746,1153,508, 0
1963.754,1152,508, 0
1963.786,1151,508, 0
1964.33,1151,508, 0
1964.354,1152,508, 0
1964.378,1152,508, 0
1964.394,1153,507, 0
1964.546,1153,507, 0
1965.058,1154,507, 0
1965.066,1154,507, 0
1965.114,1155,507, 0
1965.178,1155,507, 0
1965.314,1156,507, 0
1965.33,1156,507, 0
1965.346,1157,507, 0
1965.362,1157,507, 0
1965.378,1158,507, 0
1965.442,1158,507, 0
1965.466,1159,507, 0
1965.49,1159,506, 0
1965.522,1159,506, 0
1965.746,1160,506, 0
1965.762,1160,506, 0
1965.77,1161,505, 0
1965.786,1161,504, 0
1965.802,1162,504, 0
1968.209,1162,503, 0
1968.218,1157,501, 0
1968.225,1149,498, 0
1968.233,1147,497, 0
1968.241,1144,495, 0
1968.249,1143,495, 0
1968.257,1138,492, 0
1968.265,1137,492, 0
1968.273,1135,490, 0
1968.281,1130,487, 0
1968.289,1129,485, 0
1968.297,1128,484, 0
1968.305,1124,480, 0
1968.313,1123,480, 0
1968.321,1121,477, 0
1968.329,1120,477, 0
1968.337,1119,476, 0
1968.345,1119,475, 0
1968.361,1118,474, 0
1968.377,1118,473, 0
1968.385,1118,472, 0
1968.401,1118,471, 0
1968.409,1118,470, 0
1968.417,1117,470, 0
1968.433,1117,469, 0
1968.441,1116,468, 0
1968.457,1116,467, 0
1968.465,1115,466, 0
1968.473,1115,465, 0
1968.481,1114,464, 0
1968.489,1113,463, 0
1968.497,1113,462, 0
1968.505,1111,460, 0
1968.513,1111,459, 0
1968.521,1108,457, 0
1968.529,1108,457, 0
1968.537,1106,455, 0
1968.545,1106,455, 0
1968.553,1105,454, 0
1968.561,1103,453, 0
1968.569,1102,452, 0
1968.577,1101,452, 0
1968.585,1095,451, 0
1968.593,1093,450, 0
1968.601,1087,447, 0
1968.609,1084,446, 0
1968.617,1073,445, 0
1968.625,1069,444, 0
1968.633,1063,443, 0
1968.641,1050,442, 0
1968.649,1043,442, 0
1968.657,1024,440, 0
1968.665,1016,440, 0
1968.673,1008,439, 0
1968.681,985,436, 0
1968.689,977,436, 0
1968.697,956,433, 0
1968.705,948,431, 0
1968.713,940,429, 0
1968.721,924,423, 0
1968.729,917,420, 0
1968.737,900,413, 0
1968.745,894,409, 0
1968.753,888,406, 0
1968.761,875,397, 0
1968.769,869,393, 0
1968.777,858,384, 0
1968.785,853,381, 0
1968.793,849,378, 0
1968.801,841,371, 0
1968.809,838,369, 0
1968.817,833,363, 0
1968.825,832,360, 0
1968.833,830,359, 0
1968.841,827,355, 0
1968.849,826,352, 0
1968.857,824,348, 0
1968.865,824,347, 0
1968.873,823,344, 0
1968.881,822,342, 0
1968.889,822,340, 0
1968.897,822,337, 0
1968.905,822,336, 0
1968.913,822,335, 0
1968.921,822,331, 0
1968.929,822,329, 0
1968.937,822,325, 0
1968.945,822,323, 0
1968.953,821,320, 0
1968.961,821,318, 0
1968.969,820,317, 0
1968.977,819,314, 0
1968.985,819,313, 0
1968.993,819,311, 0
1969.001,819,311, 0
1969.009,819,310, 0
1969.016,819,309, 0
1969.025,819,309, 0
1969.032,819,308, 0
1969.041,819,307, 0
1969.048,819,306, 0
1969.056,819,305, 0
1969.064,819,305, 0
1969.072,819,303, 0
1969.08,818,302, 0
1969.088,818,302, 0
1969.096,817,300, 0
1969.104,817,300, 0
1969.112,816,299, 0
1969.12,815,297, 0
1969.128,814,297, 0
1969.137,813,296, 0
1969.144,812,295, 0
1969.152,811,294, 0
1969.16,810,293, 0
1969.168,808,293, 0
1969.176,805,292, 0
1969.184,803,291, 0
1969.192,798,289, 0
1969.2,795,289, 0
1969.208,793,287, 0
1969.216,790,286, 0
1969.224,788,286, 0
1969.232,787,285, 0
1969.264,787,285, 0
1969.28,787,284, 0
1969.345,787,284, 1
1969.408,787,284, 2
1969.464,786,284, 0
1969.528,785,284, 0
1969.536,784,284, 0
1969.544,782,284, 0
1969.552,782,285, 0
1969.56,781,285, 0
1969.568,781,286, 0
1969.576,781,287, 0
1969.608,781,287, 0
1969.616,781,285, 0
1969.624,781,283, 0
1969.632,781,279, 0
1969.64,780,277, 0
1969.648,780,274, 0
1969.656,780,272, 0
1969.664,779,271, 0
1969.672,778,270, 0
1969.68,778,269, 0
1969.688,778,268, 0
1969.696,778,268, 0
1969.888,778,268, 0
1969.896,778,270, 0
1969.904,779,271, 0
1969.912,780,272, 0
1969.92,780,273, 0
1969.928,781,275, 0
1969.936,782,275, 0
1969.944,783,276, 0
1969.952,784,278, 0
1969.96,785,278, 0
1969.968,786,280, 0
1969.976,786,280, 0
1970.2,786,280, 0
1970.208,786,280, 0
1970.224,786,279, 0
1970.232,786,278, 0
1970.248,785,277, 0
1970.256,784,276, 0
1970.264,783,275, 0
1970.272,783,274, 0
1970.28,782,274, 0
1970.288,781,272, 0
1970.296,780,271, 0
1970.304,779,269, 0
1970.312,778,268, 0
1970.32,778,268, 0
1970.328,776,267, 0
1970.336,776,266, 0
1970.344,775,265, 0
1970.36,775,265, 0
1970.368,774,264, 0
1970.376,774,264, 0
1970.384,772,263, 0
1970.392,771,263, 0
1970.4,770,263, 0
1970.408,770,262, 0
1970.416,769,262, 0
1970.424,769,261, 0
1970.432,768,261, 0
1970.448,768,261, 0
1970.456,767,260, 0
1970.464,766,260, 0
1970.472,766,260, 0
1970.48,765,260, 0
1970.488,764,260, 0
1970.496,764,259, 0
1970.504,762,258, 0
1970.512,762,258, 0
1970.52,761,258, 0
1970.528,761,258, 0
1970.536,761,258, 0
1970.616,761,257, 0
1970.624,760,257, 0
1970.64,759,257, 0
1970.648,759,257, 0
1970.688,759,256, 0
1970.696,759,256, 0
1970.936,759,256, 1
1971.08,758,256, 0
1971.088,758,255, 0
1971.096,757,255, 0
1971.104,757,254, 0
1971.112,756,254, 0
1971.12,755,253, 0
1971.128,755,253, 0
1971.136,754,251, 0
1971.143,753,251, 0
1971.151,752,251, 0
1971.159,752,250, 0
1971.167,751,250, 0
1971.175,751,249, 0
1971.183,751,248, 0
1971.191,750,248, 0
1971.207,750,248, 0
1971.215,749,248, 0
1971.263,749,247, 0
1971.279,748,247, 0
1971.287,748,247, 0
1971.295,747,247, 0
1971.303,747,247, 0
1971.311,746,247, 0
1971.319,745,246, 0
1971.327,744,246, 0
1971.335,744,246, 0
1971.343,743,246, 0
1971.359,743,246, 0
1971.383,743,246, 0
1971.471,742,246, 0
1971.535,741,246, 0
1971.591,741,246, 0
1971.599,740,245, 0
1971.615,740,245, 0
1971.623,739,245, 0
1971.639,739,245, 0
1971.647,738,244, 0
1971.655,737,244, 0
1971.663,737,244, 0
1971.671,736,244, 0
1971.687,735,244, 0
1971.695,734,243, 0
1971.703,734,243, 0
1971.711,733,243, 0
1971.719,733,243, 0
1971.727,732,243, 0
1971.735,731,243, 0
1971.743,730,243, 0
1971.751,730,242, 0
1971.759,729,242, 0
1971.767,729,241, 0
1971.775,728,241, 0
1971.783,727,241, 0
1971.791,726,241, 0
1971.799,726,241, 0
1971.807,725,241, 0
1971.815,724,241, 0
1971.823,723,241, 0
1971.831,722,240, 0
1971.839,722,240, 0
1971.847,721,240, 0
1971.855,720,240, 0
1971.863,719,240, 0
1971.871,719,240, 0
1971.879,718,240, 0
1971.887,718,240, 0
1971.895,717,240, 0
1971.903,716,240, 0
1971.911,716,240, 0
1971.919,715,239, 0
1971.927,713,239, 0
1971.935,713,239, 0
1971.943,712,239, 0
1971.951,710,239, 0
1971.959,710,238, 0
1971.967,709,238, 0
1971.975,707,238, 0
1971.983,706,237, 0
1971.991,705,237, 0
1971.999,703,237, 0
1972.007,701,237, 0
1972.015,700,237, 0
1972.023,699,237, 0
1972.031,696,237, 0
1972.039,695,237, 0
1972.047,694,237, 0
1972.055,693,237, 0
1972.063,693,237, 0
1972.071,692,237, 0
1972.079,691,237, 0
1972.095,690,237, 0
1972.103,690,237, 0
1972.111,689,237, 0
1972.119,689,237, 0
1972.127,688,237, 0
1972.135,687,237, 0
1972.143,686,237, 0
1972.151,684,238, 0
1972.159,683,238, 0
1972.167,681,238, 0
1972.175,680,238, 0
1972.183,680,238, 0
1972.191,679,239, 0
1972.198,679,239, 0
1972.206,678,239, 0
1972.214,678,239, 0
1972.23,677,239, 0
1972.246,676,239, 0
1972.279,676,239, 0
1972.398,676,240, 0
1972.406,676,241, 0
1972.43,676,241, 0
1972.447,676,242, 0
1972.454,676,242, 0
1972.463,676,243, 0
1972.47,677,243, 0
1972.478,677,244, 0
1972.486,677,244, 0
1972.494,678,245, 0
1972.502,678,246, 0
1972.51,679,247, 0
1972.518,680,247, 0
1972.526,681,249, 0
1972.534,681,249, 0
1972.542,682,251, 0
1972.55,684,252, 0
1972.558,685,253, 0
1972.567,688,257, 0
1972.574,689,258, 0
1972.582,692,262, 0
1972.59,695,263, 0
1972.598,696,265, 0
1972.606,701,269, 0
1972.614,702,270, 0
1972.622,705,273, 0
1972.63,711,278, 0
1972.638,715,279, 0
1972.646,722,285, 0
1972.654,724,287, 0
1972.662,733,292, 0
1972.67,735,294, 0
1972.678,738,295, 0
1972.686,744,299, 0
1972.694,747,301, 0
1972.702,751,304, 0
1972.71,753,304, 0
1972.718,755,305, 0
1972.726,758,307, 0
1972.734,758,307, 0
1972.742,760,308, 0
1972.75,760,308, 0
1972.758,761,308, 0
1972.766,761,309, 0
1972.79,762,310, 0
1972.798,762,310, 0
1972.806,763,310, 0
1972.814,764,310, 0
1972.822,764,311, 0
1972.838,764,311, 0
1972.854,764,311, 0
1972.886,765,311, 0
1972.918,765,312, 0
1973.102,765,312, 2
1973.166,765,312, 0
1973.174,766,312, 0
1973.182,769,312, 0
1973.19,772,311, 0
1973.198,775,310, 0
1973.206,788,310, 0
1973.214,796,309, 0
1973.222,826,309, 0
1973.23,841,308, 0
1973.238,885,308, 0
1973.248,910,306, 0
1973.264,935,306, 0
1973.265,1013,306, 0
1973.27,1043,306, 0
1973.278,1118,306, 0
1973.286,1143,306, 0
1973.294,1165,306, 0
1973.302,1219,304, 0
1973.31,1233,304, 0
1973.318,1261,304, 0
1973.326,1267,304, 0
1973.334,1273,304, 0
1973.342,1280,304, 0
1973.35,1281,304, 0
1973.358,1282,304, 0
1973.478,1282,304, 0
1973.486,1282,305, 0
1973.486,1282,305, 1
1973.494,1282,305, 0
1973.51,1282,306, 0
1973.566,1282,306, 2
1973.574,1282,307, 0
1973.606,1282,308, 0
1973.622,1282,308, 0
1973.646,1282,309, 0
1973.654,1282,309, 0
1973.678,1282,309, 0
1973.686,1282,310, 0
1973.702,1282,310, 0
1973.71,1281,310, 0
1973.718,1281,311, 0
1973.726,1281,312, 0
1973.734,1281,312, 0
1973.742,1281,313, 0
1973.75,1281,313, 0
1973.758,1280,314, 0
1973.766,1280,314, 0
1973.774,1280,316, 0
1973.782,1280,317, 0
1973.79,1279,317, 0
1973.798,1278,319, 0
1973.806,1278,320, 0
1973.814,1277,322, 0
1973.822,1277,322, 0
1973.83,1276,323, 0
1973.838,1275,324, 0
1973.846,1274,325, 0
1973.853,1274,326, 0
1973.862,1274,327, 0
1973.87,1273,328, 0
1973.878,1272,329, 0
1973.886,1272,330, 0
1973.894,1270,333, 0
1973.901,1270,333, 0
1973.91,1270,334, 0
1973.917,1268,336, 0
1973.925,1268,336, 0
1973.933,1268,337, 0
1973.942,1268,338, 0
1973.949,1267,338, 0
1973.957,1267,338, 0
1973.973,1267,339, 0
1973.981,1267,339, 0
1973.997,1267,339, 0
1974.029,1267,340, 0
1974.037,1266,340, 0
1974.061,1266,340, 0
1974.069,1266,340, 0
1974.101,1265,341, 0
1974.109,1264,341, 0
1974.117,1264,342, 0
1974.133,1264,342, 0
1974.149,1264,343, 0
1974.157,1263,343, 0
1974.173,1263,343, 0
1974.189,1262,344, 0
1974.197,1262,344, 0
1974.205,1262,344, 0
1974.213,1262,345, 0
1974.221,1261,346, 0
1974.229,1261,346, 0
1974.237,1260,346, 0
1974.253,1260,347, 0
1974.269,1260,347, 0
1974.317,1259,348, 0
1974.333,1259,348, 0
1974.349,1258,348, 0
1974.357,1258,349, 0
1974.365,1258,349, 0
1974.381,1257,350, 0
1974.389,1256,350, 0
1974.397,1256,350, 0
1974.413,1255,351, 0
1974.421,1255,351, 0
1974.429,1254,351, 0
1974.453,1253,352, 0
1974.461,1252,352, 0
1974.477,1252,352, 0
1974.485,1252,352, 0
1974.509,1251,353, 0
1974.533,1251,353, 0
1974.549,1250,354, 0
1974.557,1250,354, 0
1974.565,1249,354, 0
1974.573,1248,355, 0
1974.581,1248,355, 0
1974.589,1247,355, 0
1974.597,1246,355, 0
1974.605,1245,355, 0
1974.613,1245,356, 0
1974.621,1244,356, 0
1974.629,1244,356, 0
1974.637,1243,356, 0
1974.645,1242,357, 0
1974.661,1241,357, 0
1974.669,1240,358, 0
1974.677,1240,358, 0
1974.685,1239,358, 0
1974.693,1238,358, 0
1974.701,1238,358, 0
1974.709,1237,358, 0
1974.909,1237,358, 1
1974.973,1237,358, 2
1975.021,1237,359, 0
1975.037,1237,360, 0
1975.045,1237,361, 0
1975.061,1237,361, 0
1975.069,1237,362, 0
1975.077,1237,362, 0
1975.085,1237,363, 0
1975.093,1237,363, 0
1975.101,1235,364, 0
1975.109,1232,366, 0
1975.117,1231,366, 0
1975.125,1224,366, 0
1975.133,1218,366, 0
1975.141,1213,366, 0
1975.149,1195,366, 0
1975.157,1187,366, 0
1975.165,1170,365, 0
1975.173,1163,364, 0
1975.181,1149,361, 0
1975.189,1144,359, 0
1975.197,1139,358, 0
1975.205,1128,355, 0
1975.213,1126,353, 0
1975.221,1124,352, 0
1975.229,1118,349, 0
1975.237,1116,347, 0
1975.245,1110,344, 0
1975.253,1106,341, 0
1975.261,1097,337, 0
1975.269,1092,334, 0
1975.277,1089,332, 0
1975.285,1081,329, 0
1975.293,1079,328, 0
1975.301,1074,325, 0
1975.309,1072,324, 0
1975.317,1069,323, 0
1975.324,1065,320, 0
1975.332,1063,319, 0
1975.34,1056,315, 0
1975.348,1052,314, 0
1975.356,1050,313, 0
1975.365,1042,311, 0
1975.372,1040,310, 0
1975.38,1038,309, 0
1975.388,1037,309, 0
1975.396,1036,308, 0
1975.404,1035,306, 0
1975.412,1034,304, 0
1975.42,1031,301, 0
1975.428,1029,299, 0
1975.436,1027,297, 0
1975.444,1020,293, 0
1975.452,1016,291, 0
1975.46,1005,288, 0
1975.468,1000,286, 0
1975.476,995,285, 0
1975.484,985,283, 0
1975.492,983,282, 0
1975.5,982,282, 0
1975.508,981,281, 0
1975.524,981,281, 0
1975.54,981,280, 0
1975.556,980,279, 0
1975.564,979,278, 0
1975.572,978,277, 0
1975.58,976,276, 0
1975.588,976,276, 0
1975.596,974,275, 0
1975.604,973,275, 0
1975.612,972,274, 0
1975.62,972,274, 0
1975.892,972,274, 1
1975.996,972,274, 2
1976.092,972,274, 0
1976.1,972,274, 0
1976.116,974,274, 0
1976.124,976,274, 0
1976.132,978,274, 0
1976.14,985,276, 0
1976.148,989,276, 0
1976.156,998,277, 0
1976.164,1002,277, 0
1976.172,1014,278, 0
1976.18,1018,278, 0
1976.188,1023,279, 0
1976.196,1032,280, 0
1976.204,1035,281, 0
1976.212,1037,281, 0
1976.22,1041,283, 0
1976.228,1041,283, 0
1976.236,1042,284, 0
1976.244,1043,284, 0
1976.252,1044,285, 0
1976.26,1044,286, 0
1976.268,1045,286, 0
1976.276,1046,287, 0
1976.284,1047,288, 0
1976.292,1048,289, 0
1976.3,1049,290, 0
1976.308,1049,291, 0
1976.316,1051,291, 0
1976.324,1051,292, 0
1976.332,1051,292, 0
1976.34,1051,293, 0
1976.348,1051,293, 0
1976.356,1052,293, 0
1976.364,1052,294, 0
1976.372,1052,295, 0
1976.38,1052,296, 0
1976.388,1052,296, 0
1976.396,1052,297, 0
1976.404,1052,298, 0
1976.412,1052,299, 0
1976.42,1052,300, 0
1976.428,1052,300, 0
1976.436,1052,301, 0
1976.444,1052,301, 0
1976.452,1052,302, 0
1976.468,1052,302, 0
1976.476,1051,303, 0
1976.484,1051,304, 0
1976.492,1050,304, 0
1976.5,1050,304, 0
1976.508,1049,305, 0
1976.516,1048,305, 0
1976.524,1047,305, 0
1976.532,1046,306, 0
1976.54,1046,306, 0
1976.548,1045,306, 0
1976.556,1043,306, 0
1976.564,1043,307, 0
1976.572,1041,307, 0
1976.58,1039,307, 0
1976.588,1037,307, 0
1976.596,1031,307, 0
1976.604,1028,307, 0
1976.612,1023,309, 0
1976.62,1021,309, 0
1976.628,1021,310, 0
1976.66,1021,310, 0
1976.668,1021,310, 0
1976.676,1022,310, 0
1976.684,1023,310, 0
1976.692,1023,310, 0
1976.7,1023,309, 0
1976.708,1023,308, 0
1976.715,1023,307, 0
1976.723,1023,307, 0
1976.732,1022,305, 0
1976.739,1021,304, 0
1976.747,1021,304, 0
1976.755,1019,302, 0
1976.763,1019,302, 0
1976.771,1018,300, 0
1976.779,1017,299, 0
1976.787,1016,298, 0
1976.795,1015,297, 0
1976.803,1015,297, 0
1976.811,1013,296, 0
1976.819,1013,296, 0
1976.827,1011,295, 0
1976.835,1011,294, 0
1976.843,1010,294, 0
1976.851,1010,294, 0
1976.859,1010,293, 0
1976.867,1009,293, 0
1976.883,1009,293, 0
1976.899,1009,293, 0
1976.907,1008,293, 0
1976.923,1007,293, 0
1976.931,1006,293, 0
1976.939,1006,293, 0
1976.947,1005,293, 0
1976.963,1005,293, 0
1976.979,1004,293, 0
1976.995,1003,293, 0
1977.011,1002,293, 0
1977.027,1002,293, 0
1977.035,1001,293, 0
1977.051,1001,293, 0
1977.115,1000,293, 0
1977.123,999,293, 0
1977.131,999,293, 0
1977.147,998,293, 0
1977.155,998,293, 0
1977.211,997,293, 0
1977.219,997,293, 0
1977.227,996,293, 0
1977.235,995,293, 0
1977.243,995,293, 0
1977.251,994,293, 0
1977.267,994,293, 0
1977.38,994,293, 1
1977.419,994,293, 0
1977.427,995,293, 0
1977.435,996,293, 0
1977.443,1000,293, 0
1977.451,1003,292, 0
1977.459,1006,292, 0
1977.467,1013,291, 0
1977.475,1017,290, 0
1977.483,1028,288, 0
1977.491,1031,286, 0
1977.499,1036,285, 0
1977.507,1047,282, 0
1977.515,1050,280, 0
1977.523,1056,278, 0
1977.531,1058,277, 0
1977.539,1059,276, 0
1977.547,1060,275, 0
1977.555,1061,275, 0
1977.563,1061,274, 0
1977.571,1061,274, 0
1977.579,1061,273, 0
1977.587,1062,273, 0
1977.603,1062,272, 0
1977.611,1062,272, 0
1977.619,1063,272, 0
1977.627,1064,270, 0
1977.635,1065,270, 0
1977.643,1065,269, 0
1977.651,1066,269, 0
1977.659,1066,268, 0
1977.747,1066,268, 2
1977.771,1066,268, 0
1977.787,1067,268, 0
1977.795,1067,268, 0
1977.803,1069,268, 0
1977.811,1070,269, 0
1977.819,1072,270, 0
1977.827,1073,270, 0
1977.835,1074,271, 0
1977.843,1078,273, 0
1977.851,1081,273, 0
1977.859,1088,276, 0
1977.867,1092,276, 0
1977.875,1095,277, 0
1977.883,1102,279, 0
1977.891,1104,279, 0
1977.899,1110,280, 0
1977.907,1111,280, 0
1977.915,1112,280, 0
1977.922,1113,280, 0
1977.987,1113,280, 0
1978.011,1113,280, 0
1978.018,1112,281, 0
1978.026,1111,281, 0
1978.034,1110,281, 0
1978.042,1105,281, 0
1978.05,1103,282, 0
1978.058,1097,282, 0
1978.066,1092,283, 0
1978.074,1088,283, 0
1978.082,1080,284, 0
1978.09,1078,284, 0
1978.098,1075,284, 0
1978.106,1074,284, 0
1978.114,1074,284, 0
1978.122,1073,284, 0
1978.29,1073,285, 0
1978.298,1073,285, 0
1978.306,1074,285, 0
1978.314,1076,285, 0
1978.322,1077,285, 0
1978.33,1078,285, 0
1978.338,1079,286, 0
1978.354,1080,286, 0
1978.586,1080,286, 1
1978.666,1080,286, 0
1978.674,1081,286, 0
1978.682,1081,287, 0
1978.69,1081,287, 0
1978.698,1083,288, 0
1978.706,1083,289, 0
1978.714,1085,289, 0
1978.722,1085,290, 0
1978.73,1086,290, 0
1978.738,1087,290, 0
1978.746,1088,291, 0
1978.754,1088,291, 0
1978.762,1088,292, 0
1978.77,1089,292, 0
1978.778,1089,292, 0
1978.794,1090,292, 0
1978.802,1090,293, 0
1978.818,1091,293, 0
1978.826,1091,293, 0
1978.842,1092,293, 0
1978.85,1092,294, 0
1978.858,1093,294, 0
1978.874,1093,294, 0
1978.89,1094,294, 0
1978.986,1094,294, 0
1978.994,1095,295, 0
1979.074,1095,295, 0
1979.122,1095,296, 0
1979.226,1096,296, 0
1979.234,1097,296, 0
1979.706,1097,296, 2
1979.85,1098,296, 0
1979.858,1098,296, 0
1979.866,1100,296, 0
1979.874,1102,295, 0
1979.882,1105,295, 0
1979.89,1107,295, 0
1979.898,1113,295, 0
1979.906,1117,295, 0
1979.914,1130,295, 0
1979.922,1136,295, 0
1979.93,1150,294, 0
1979.938,1157,294, 0
1979.946,1162,294, 0
1979.954,1176,293, 0
1979.962,1179,293, 0
1979.97,1182,292, 0
1979.978,1184,292, 0
1980.042,1184,292, 1
1980.122,1184,292, 2
1980.194,1184,292, 0
1980.202,1184,292, 0
1980.21,1180,292, 0
1980.218,1178,292, 0
1980.226,1172,292, 0
1980.234,1169,292, 0
1980.242,1166,292, 0
1980.25,1159,292, 0
1980.258,1156,292, 0
1980.266,1151,292, 0
1980.274,1148,292, 0
1980.282,1143,292, 0
1980.29,1141,292, 0
1980.298,1138,292, 0
1980.306,1134,292, 0
1980.314,1133,292, 0
1980.322,1132,292, 0
1980.33,1128,292, 0
1980.338,1125,292, 0
1980.346,1120,292, 0
1980.354,1117,292, 0
1980.362,1111,292, 0
1980.37,1109,292, 0
1980.378,1106,292, 0
1980.386,1103,292, 0
1980.394,1103,292, 0
1980.402,1102,292, 0
1980.418,1101,292, 0
1980.666,1101,292, 0
1980.674,1101,293, 0
1980.682,1102,293, 0
1980.69,1102,294, 0
1980.698,1103,294, 0
1980.706,1103,294, 0
1980.77,1103,295, 0
1980.786,1103,295, 0
1980.802,1103,296, 0
1980.81,1103,297, 0
1980.825,1103,297, 0
1980.833,1103,297, 0
1980.841,1103,297, 0
1980.849,1102,297, 0
1980.857,1102,297, 0
1980.865,1101,297, 0
1980.881,1101,297, 0
1980.937,1100,297, 0
1980.945,1099,297, 0
1980.953,1099,297, 0
1980.961,1098,297, 0
1980.969,1098,297, 0
1980.977,1097,297, 0
1980.985,1097,296, 0
1980.993,1096,296, 0
1981.001,1096,296, 0
1981.017,1095,296, 0
1981.025,1095,295, 0
1981.033,1095,295, 0
1981.057,1094,295, 0
1981.073,1094,295, 0
1981.105,1093,295, 0
1981.113,1092,295, 0
1981.121,1092,295, 0
1981.137,1091,295, 0
1981.145,1091,295, 0
1981.153,1090,295, 0
1981.169,1090,295, 0
1981.185,1089,295, 0
1981.201,1088,295, 0
1981.209,1088,295, 0
1981.217,1087,294, 0
1981.233,1086,294, 0
1981.241,1085,294, 0
1981.249,1084,293, 0
1981.257,1082,293, 0
1981.265,1082,292, 0
1981.273,1081,292, 0
1981.281,1080,292, 0
1981.289,1079,291, 0
1981.297,1079,291, 0
1981.305,1078,291, 0
1981.313,1078,291, 0
1981.321,1077,291, 0
1981.337,1077,290, 0
1981.401,1077,290, 1
1981.465,1077,290, 2
1981.617,1077,290, 0
1981.625,1078,290, 0
1981.633,1081,292, 0
1981.641,1083,293, 0
1981.649,1084,293, 0
1981.657,1088,295, 0
1981.665,1091,296, 0
1981.673,1097,298, 0
1981.681,1100,299, 0
1981.689,1103,300, 0
1981.697,1110,301, 0
1981.705,1111,301, 0
1981.713,1117,303, 0
1981.721,1118,304, 0
1981.729,1120,305, 0
1981.737,1121,305, 0
1981.745,1121,305, 0
1981.761,1121,306, 0
1981.777,1123,307, 0
1981.785,1123,308, 0
1981.793,1125,310, 0
1981.801,1126,310, 0
1981.809,1128,312, 0
1981.817,1131,314, 0
1981.825,1133,315, 0
1981.833,1136,316, 0
1981.841,1137,316, 0
1981.849,1138,317, 0
1981.857,1138,317, 0
1981.865,1139,317, 0
1981.873,1140,317, 0
1981.881,1140,317, 0
1981.889,1141,317, 0
1981.897,1142,317, 0
1981.905,1143,317, 0
1981.913,1143,317, 0
1981.929,1143,317, 0
1981.937,1143,318, 0
1981.945,1144,318, 0
1981.953,1144,319, 0
1981.969,1144,319, 0
1982.009,1144,320, 0
1982.017,1145,320, 0
1982.033,1145,322, 0
1982.041,1145,322, 0
1982.049,1145,323, 0
1982.057,1145,324, 0
1982.064,1145,325, 0
1982.073,1145,326, 0
1982.081,1145,327, 0
1982.088,1145,328, 0
1982.096,1145,328, 0
1982.112,1145,329, 0
1982.161,1145,329, 0
1982.169,1145,330, 0
1982.176,1145,330, 0
1982.185,1145,332, 0
1982.192,1145,332, 0
1982.2,1145,333, 0
1982.208,1145,333, 0
1982.337,1145,334, 0
1982.361,1145,334, 0
1982.424,1145,334, 0
1982.432,1144,336, 0
1982.44,1142,337, 0
1982.448,1141,339, 0
1982.456,1139,339, 0
1982.464,1138,341, 0
1982.472,1137,341, 0
1982.48,1137,341, 0
1982.488,1136,342, 0
1982.496,1136,342, 0
1982.504,1136,343, 0
1982.528,1135,343, 0
1982.536,1134,343, 0
1982.544,1133,344, 0
1982.552,1133,344, 0
1982.56,1131,344, 0
1982.568,1128,344, 0
1982.576,1127,344, 0
1982.584,1124,344, 0
1982.592,1123,344, 0
1982.6,1121,344, 0
1982.608,1119,344, 0
1982.616,1117,344, 0
1982.624,1113,344, 0
1982.632,1111,343, 0
1982.64,1110,343, 0
1982.648,1109,342, 0
1982.656,1108,342, 0
1982.664,1107,342, 0
1982.672,1106,341, 0
1982.68,1106,341, 0
1982.688,1104,340, 0
1982.696,1103,339, 0
1982.704,1099,335, 0
1982.712,1098,334, 0
1982.72,1094,329, 0
1982.728,1092,328, 0
1982.736,1092,326, 0
1982.744,1089,324, 0
1982.752,1089,323, 0
1982.76,1088,322, 0
1982.768,1087,320, 0
1982.776,1087,319, 0
1982.784,1087,317, 0
1982.792,1086,315, 0
1982.8,1086,313, 0
1982.808,1086,312, 0
1982.816,1086,311, 0
1982.824,1086,309, 0
1982.832,1085,308, 0
1982.84,1085,306, 0
1982.848,1085,305, 0
1982.864,1085,305, 0
1982.888,1085,304, 0
1983,1085,304, 1
1983.08,1085,304, 0
1983.088,1086,304, 0
1983.096,1088,304, 0
1983.104,1093,304, 0
1983.112,1096,304, 0
1983.12,1102,304, 0
1983.128,1104,303, 0
1983.136,1106,302, 0
1983.144,1108,302, 0
1983.152,1110,302, 0
1983.16,1110,301, 0
1983.168,1111,301, 0
1983.176,1111,301, 0
1983.184,1112,301, 0
1983.192,1113,300, 0
1983.208,1113,300, 0
1983.224,1113,299, 0
1983.232,1114,299, 0
