#PressureID,Time,Sensor1,Sensor2,Sensor3,Sensor4
0,0.444621,532,491,545,539
209,4.793867,533,492,545,540
210,4.8258942,533,492,545,539
211,4.8418988,533,492,545,538
212,4.8579097,533,492,545,539
213,4.8739245,534,491,546,540
214,4.9059433,533,491,545,539
215,4.9216272,534,492,546,538
216,4.9376387,534,492,546,539
217,4.9696602,534,490,546,540
218,4.9856708,534,489,546,540
219,5.0016917,534,490,546,539
220,5.033718,534,490,547,540
221,5.0497295,534,490,546,541
222,5.0657527,534,491,546,540
223,5.0816302,534,490,547,539
224,5.1135092,534,490,546,540
225,5.1295201,533,490,545,540
226,5.145531,534,490,546,540
227,5.1775531,534,491,546,539
228,5.193564,534,491,546,540
229,5.2095751,534,490,545,540
230,5.2415957,533,489,545,540
231,5.2576169,534,491,546,539
232,5.2736175,533,491,546,540
233,5.3051397,533,490,545,540
234,5.32115,533,491,546,540
235,5.3371612,533,490,546,539
236,5.353173,534,491,546,539
237,5.3852563,534,490,546,540
238,5.4013397,533,490,546,540
239,5.4174565,534,490,546,539
240,5.4494001,533,490,546,539
241,5.465082,533,490,546,540
242,5.4812791,533,491,546,540
243,5.513316,533,491,546,539
244,5.5292532,533,491,546,540
245,5.5452659,533,491,546,540
246,5.5612783,533,491,545,540
247,5.5933143,533,491,546,539
248,5.6093261,533,491,546,539
249,5.6250735,533,491,546,540
250,5.6570666,533,491,546,540
251,5.673149,533,491,546,539
252,5.6890177,533,490,546,539
253,5.7210253,533,491,546,541
254,5.7368074,534,491,546,540
255,5.7530257,533,491,545,539
256,5.7692313,533,492,545,539
257,5.80102,533,491,545,540
258,5.8169231,534,491,545,539
259,5.8329295,533,492,545,538
260,5.864919,533,491,545,539
261,5.8809311,533,492,545,540
262,5.8968964,533,491,546,540
263,5.9288838,533,491,546,539
264,5.9449043,533,491,546,539
265,5.9608838,533,491,546,540
266,5.9769276,533,491,545,539
267,6.0088241,533,491,546,539
268,6.0248528,533,491,545,539
269,6.040899,534,491,545,540
270,6.0729622,533,492,546,540
271,6.0889746,533,491,546,539
272,6.1046803,533,491,546,539
273,6.1369375,533,491,545,540
274,6.1529505,533,491,546,540
275,6.1690278,534,491,546,539
276,6.2008063,533,491,546,539
277,6.2168214,533,490,546,540
278,6.2326488,533,491,545,540
279,6.2486539,533,491,545,539
280,6.2805181,534,491,546,539
281,6.2966603,534,491,546,540
282,6.3127156,534,491,545,540
283,6.3447319,534,492,546,539
284,6.3605204,534,491,546,539
285,6.3768515,533,491,546,540
286,6.4085639,534,491,546,540
287,6.4245023,534,491,546,539
288,6.4405205,534,491,546,540
289,6.4566533,534,491,546,541
290,6.4881656,534,490,546,540
291,6.5041752,535,490,547,540
292,6.5207002,535,489,547,540
293,6.5522731,535,487,546,541
294,6.5683465,535,488,548,541
295,6.5843024,536,488,548,541
296,6.616211,535,488,548,541
297,6.6322681,535,488,548,542
298,6.6481332,535,488,548,542
299,6.6645884,535,488,548,541
300,6.6962908,535,488,548,541
301,6.7122921,535,489,547,542
302,6.7280711,535,488,548,542
303,6.7600793,535,489,548,541
304,6.7761428,535,488,549,542
305,6.7921325,535,488,548,542
306,6.8240849,535,488,548,542
307,6.8401788,535,488,548,541
308,6.8561764,535,488,548,542
309,6.8878214,535,488,548,543
310,6.9038308,535,488,548,542
311,6.9198538,536,488,548,541
312,6.9358523,536,488,548,541
313,6.9678629,535,488,548,542
314,6.9837313,536,488,548,542
315,6.9999378,536,488,548,541
316,7.0317857,535,488,549,542
317,7.0478615,535,487,548,543
318,7.0637037,535,488,548,542
319,7.0958752,535,488,548,541
320,7.1118444,535,488,549,542
321,7.1278945,535,488,548,542
322,7.1438511,535,488,548,542
323,7.1758065,535,488,548,541
324,7.1918131,535,488,548,541
325,7.2080233,535,487,548,543
326,7.2398546,535,488,548,542
327,7.2554815,535,487,548,541
328,7.2718534,536,488,548,542
329,7.3035302,535,487,548,543
330,7.3195365,535,488,548,542
331,7.3355202,535,488,548,541
332,7.3515828,535,488,549,542
333,7.3837597,535,487,548,543
334,7.3995294,535,488,548,542
335,7.4155324,535,488,548,541
336,7.4475446,536,488,549,542
337,7.4635153,536,488,549,543
338,7.4795295,535,488,549,543
339,7.5111643,536,488,549,542
340,7.5273977,535,488,548,542
341,7.5436129,535,487,548,543
342,7.5595148,536,488,549,543
343,7.5910349,535,489,549,542
344,7.6072233,535,489,548,542
345,7.6232831,535,489,548,543
346,7.6548968,535,489,548,542
347,7.6714054,535,489,548,542
348,7.6869273,535,489,549,542
349,7.719126,535,489,549,543
350,7.7349207,535,489,549,543
351,7.7509766,535,489,549,542
352,7.7830974,535,489,549,542
353,7.7990195,535,489,549,543
354,7.8150319,535,489,549,543
355,7.8310428,535,489,549,542
356,7.8629532,535,489,548,542
357,7.8791854,535,489,548,543
358,7.8950366,536,489,549,543
359,7.9269108,535,489,549,542
360,7.9429458,536,489,549,542
361,7.959021,535,489,549,543
362,7.9909395,536,489,549,543
363,8.006971,536,489,549,542
364,8.0229052,536,489,549,542
365,8.038898,536,489,549,543
366,8.0710088,536,489,549,543
367,8.0870426,536,488,548,542
368,8.1030834,536,489,549,542
369,8.1347442,536,488,548,543
370,8.155948,536,489,548,543
371,8.1670002,536,489,549,542
372,8.1989616,536,489,549,542
373,8.2149275,535,489,548,543
374,8.2309478,535,489,549,543
375,8.2468131,535,489,549,542
376,8.2788198,536,489,549,542
377,8.2949083,536,489,549,543
378,8.310675,536,489,549,543
379,8.342663,536,489,549,542
380,8.3586518,536,489,549,542
381,8.3746908,535,488,549,543
382,8.4065381,536,489,549,543
383,8.4222205,536,489,549,542
384,8.4385215,536,489,549,542
385,8.4705168,536,489,548,543
386,8.4865267,536,488,548,543
387,8.5025476,536,489,548,542
388,8.5185579,536,489,548,542
389,8.5501918,536,489,548,543
390,8.5665634,536,489,548,543
391,8.5824116,536,489,549,542
392,8.6144056,536,489,549,542
393,8.6304186,536,489,548,543
394,8.6461801,536,489,549,543
395,8.6782007,536,489,549,542
396,8.6943206,536,489,549,542
397,8.7103363,536,489,549,543
398,8.7263916,536,489,548,543
399,8.7580982,536,489,549,542
400,8.7742938,536,489,549,542
401,8.7902754,536,488,548,543
402,8.8221508,536,489,548,543
403,8.8381735,536,489,548,542
404,8.8542055,536,489,549,542
405,8.8861168,536,489,549,543
406,8.9022186,536,489,549,543
407,8.9182301,536,489,549,542
408,8.9342666,536,489,549,542
409,8.9659403,535,488,549,543
410,8.9822513,536,489,549,543
411,8.9980448,536,489,549,542
412,9.029913,536,489,548,542
413,9.0459513,536,488,548,543
414,9.0619151,536,488,549,543
415,9.0937552,536,489,548,542
416,9.1097129,536,489,549,542
417,9.1258533,536,489,548,543
418,9.1421905,536,489,548,543
419,9.1739207,536,489,549,542
420,9.1897152,536,489,549,542
421,9.2057861,536,489,549,543
422,9.2376558,536,488,548,543
423,9.2537675,536,489,548,542
424,9.2698394,536,489,549,542
425,9.3014687,536,489,549,543
426,9.3178373,536,488,549,543
427,9.3338425,536,489,549,542
428,9.3655331,536,489,549,542
429,9.3815159,536,489,549,543
430,9.3975407,536,489,549,543
431,9.4135332,536,489,549,542
432,9.4453684,536,489,549,542
433,9.4614349,536,490,549,543
434,9.4774231,536,490,549,543
435,9.5094612,536,490,549,542
436,9.5254573,536,489,549,542
437,9.5413846,536,489,549,543
438,9.5731033,536,490,548,543
439,9.5893907,536,489,549,542
440,9.6053998,536,490,549,542
441,9.6210046,536,489,548,543
442,9.6535085,536,490,549,543
443,9.6695025,536,490,549,542
444,9.6855113,536,490,548,542
445,9.7170546,536,489,549,543
446,9.7335865,536,490,549,543
447,9.7492913,536,489,548,542
448,9.7811021,536,490,549,542
449,9.7971625,536,490,549,543
450,9.8131821,536,489,549,543
451,9.8291124,536,490,549,542
452,9.8611991,536,490,549,542
453,9.8769582,536,490,549,543
454,9.8930953,536,489,549,543
455,9.9250495,536,490,548,542
456,9.9410579,536,489,549,542
457,9.956914,536,489,548,543
458,9.9890321,536,490,549,543
459,10.0046511,536,490,549,542
460,10.0209693,536,490,549,542
461,10.0529063,536,489,549,543
462,10.0689537,537,489,549,543
463,10.0849697,537,488,549,542
464,10.1009039,537,489,549,542
465,10.1329749,536,489,549,543
466,10.148927,536,489,549,543
467,10.1649704,537,489,549,542
468,10.196809,536,489,549,542
469,10.2129261,536,489,549,543
470,10.2288009,537,489,549,543
471,10.2603792,536,489,549,542
472,10.2768357,536,489,548,542
473,10.2928792,537,489,549,543
474,10.3089408,536,489,549,543
475,10.3407063,536,489,549,542
476,10.3566728,536,489,549,542
477,10.3727045,536,489,548,543
478,10.4046617,537,490,549,543
479,10.4206735,537,489,548,542
480,10.4366862,536,489,549,542
481,10.4682301,536,490,549,543
482,10.4847503,537,489,549,543
483,10.5004729,537,489,549,542
484,10.5165598,537,489,549,542
485,10.5483616,537,490,549,543
486,10.564575,537,489,549,543
487,10.5804386,536,489,549,542
488,10.6121005,537,489,549,542
489,10.6284051,536,489,549,543
490,10.6445893,537,489,549,543
491,10.6761091,537,489,549,542
492,10.6923047,537,489,549,542
493,10.7081668,537,489,549,543
494,10.7241635,537,490,549,543
495,10.7558342,537,489,549,542
496,10.7720012,537,490,549,542
497,10.7878759,537,489,549,543
498,10.8200329,537,490,549,543
499,10.8358398,537,490,549,542
500,10.851838,537,490,549,542
501,10.8841444,537,490,548,542
502,10.8999494,537,490,549,543
503,10.9159495,537,489,549,542
504,10.9479975,537,490,549,542
505,10.9639698,537,490,549,543
506,10.9799266,537,489,549,543
507,10.9959994,537,489,549,542
508,11.0278702,537,490,549,542
509,11.0439515,537,490,549,543
510,11.0599349,537,489,549,543
511,11.0919192,537,489,549,542
512,11.1079688,537,490,549,542
513,11.1239211,537,490,549,543
514,11.1557913,537,490,549,543
515,11.171833,537,490,549,542
516,11.1874874,537,490,548,542
517,11.2038829,537,490,549,543
518,11.2359059,537,490,549,543
519,11.2519014,537,490,548,542
520,11.2676747,537,490,549,542
521,11.2996841,537,490,549,543
522,11.3156567,537,490,549,543
523,11.3317901,537,490,549,542
524,11.3637114,537,490,549,542
525,11.3799176,537,489,549,543
526,11.3955569,537,490,549,543
527,11.4118114,537,490,549,542
528,11.4435663,537,490,549,542
529,11.4595358,537,489,549,543
530,11.4755552,537,490,549,543
531,11.5075718,537,490,549,542
532,11.5235432,537,489,549,542
533,11.5395565,537,489,549,543
534,11.5714424,537,490,549,543
535,11.5874367,537,490,549,542
536,11.6034416,537,490,549,542
537,11.6354639,537,490,549,543
538,11.6514745,537,490,549,543
539,11.6670396,537,490,549,542
540,11.6835485,537,490,549,542
541,11.7155598,537,490,549,543
542,11.7312304,537,490,549,543
543,11.7473159,537,490,549,542
544,11.7793232,537,490,549,542
545,11.7950826,537,489,549,543
546,11.8112022,537,489,549,543
547,11.8430927,537,490,549,542
548,11.8591033,537,490,549,542
549,11.8752252,537,489,549,543
550,11.8910876,537,490,549,543
551,11.9230913,537,489,549,542
552,11.9391804,537,490,549,542
553,11.9551435,537,489,549,543
554,11.987005,537,489,549,543
555,12.0031303,537,490,549,542
556,12.019105,537,489,549,542
557,12.0507015,537,490,549,543
558,12.0666405,537,489,549,543
559,12.0829653,537,490,549,543
560,12.0989545,537,490,550,542
561,12.1310062,537,490,549,543
562,12.1467647,537,490,549,543
563,12.1627765,537,490,549,542
564,12.1950461,537,491,549,542
565,12.2110573,537,490,549,543
566,12.2268895,537,490,549,543
567,12.2587356,536,490,549,542
568,12.2748135,537,489,549,542
569,12.2908286,537,490,549,543
570,12.3069669,537,490,549,543
571,12.3388223,537,490,549,543
572,12.3548338,538,490,549,542
573,12.3705776,537,490,549,543
574,12.402472,537,490,549,543
575,12.4189924,537,490,549,542
576,12.4346812,537,490,549,542
577,12.4666302,538,490,549,543
578,12.4825578,537,490,549,543
579,12.4985693,537,490,548,542
580,12.5305736,537,490,548,541
581,12.5465848,537,490,549,543
582,12.5625957,537,490,549,543
583,12.5785743,537,490,549,543
584,12.6101562,537,490,549,542
585,12.626143,537,490,549,543
586,12.6424581,537,490,549,543
587,12.6744274,537,489,549,543
588,12.6904546,537,490,549,542
589,12.7061081,537,490,549,543
590,12.7381896,537,490,549,543
591,12.7541981,537,490,549,542
592,12.7702153,537,489,549,542
593,12.7864227,537,489,548,543
594,12.8183884,537,489,549,543
595,12.8341955,537,490,549,543
596,12.8502589,537,490,549,542
597,12.882153,537,489,549,543
598,12.8981884,537,490,549,543
599,12.9143665,537,489,549,543
600,12.9458211,537,490,549,542
601,12.9622084,537,491,549,543
602,12.9781314,537,490,549,544
603,12.9943397,537,489,549,543
604,13.0258613,537,490,549,542
605,13.0418873,537,490,549,543
606,13.0582402,537,490,549,543
607,13.0900447,537,489,549,542
608,13.105975,537,490,549,542
609,13.1219315,537,490,549,543
610,13.1539225,537,490,549,543
611,13.1699983,537,489,549,542
612,13.1860173,537,490,549,541
613,13.2018568,537,490,549,543
614,13.2338692,537,490,549,543
615,13.249865,537,490,549,542
616,13.2658898,537,490,549,542
617,13.2978841,537,490,549,543
618,13.3139578,537,490,549,543
619,13.3299741,537,489,549,543
620,13.361806,537,490,549,542
621,13.3778435,537,490,549,543
622,13.3936862,537,490,549,544
623,13.425481,537,490,549,543
624,13.4417119,537,490,549,542
625,13.4576935,537,490,549,543
626,13.473725,537,490,549,543
627,13.5057129,538,490,549,543
628,13.521687,538,490,549,542
629,13.5377202,537,490,549,543
630,13.5694251,537,490,549,544
631,13.5853985,537,490,548,542
632,13.6012488,537,491,549,542
633,13.6336461,537,490,549,543
634,13.649574,537,490,549,543
635,13.6657397,537,491,549,543
636,13.6812535,537,491,549,542
637,13.7134389,537,491,549,543
638,13.7294585,537,490,549,543
639,13.7453695,537,490,549,543
640,13.7773553,537,490,549,542
641,13.7934462,537,491,549,543
642,13.8093913,537,490,549,544
643,13.8412383,537,490,549,543
644,13.857187,537,490,549,542
645,13.8733184,538,490,549,543
646,13.8893341,537,490,549,544
647,13.9213863,537,490,549,543
648,13.9373975,537,491,549,542
649,13.9534093,537,491,549,543
650,13.9850659,538,490,549,543
651,14.0010864,538,490,549,543
652,14.0169802,537,490,549,542
653,14.0491351,537,490,549,543
654,14.0649039,537,491,549,543
655,14.081223,537,490,549,543
656,14.1129746,537,490,549,542
657,14.1289903,537,490,549,543
658,14.1449979,537,490,549,543
659,14.1612466,537,490,549,542
660,14.1929753,537,490,549,542
661,14.2088869,538,490,548,542
662,14.2248797,537,490,548,543
663,14.2568507,537,491,549,543
664,14.2727723,537,491,549,542
665,14.2891665,537,490,549,542
666,14.3209885,537,491,549,543
667,14.3369801,537,490,549,542
668,14.3530613,537,490,549,542
669,14.3687709,537,490,549,542
670,14.4010333,537,490,548,543
671,14.4170348,538,490,549,542
672,14.4329826,537,490,549,542
673,14.4648381,537,491,549,543
674,14.4808399,537,490,548,543
675,14.4968665,538,490,548,542
676,14.5288515,537,491,549,542
677,14.5447144,537,491,549,543
678,14.5607015,537,490,548,543
679,14.5767266,538,490,549,542
680,14.6087206,537,490,549,542
681,14.6246847,537,491,548,543
682,14.6406017,537,490,549,544
683,14.6727041,537,491,548,542
684,14.6887189,537,490,548,542
685,14.704366,537,490,549,543
686,14.7366233,537,489,549,544
687,14.752364,537,490,549,543
688,14.7684694,537,490,549,542
689,14.7844857,538,490,549,543
690,14.8165881,537,490,549,543
691,14.8324012,537,490,549,543
692,14.8484982,538,490,548,542
693,14.880452,537,490,549,542
694,14.8961786,537,490,549,544
695,14.9124581,537,490,549,543
696,14.9444575,537,490,549,542
697,14.9604706,537,490,549,543
698,14.97646,537,490,549,543
699,15.0078938,537,490,549,543
700,15.0243134,536,490,549,542
701,15.0403282,538,490,549,542
702,15.0563397,537,490,549,543
703,15.0884074,537,490,549,543
704,15.1044656,537,490,549,542
705,15.1204017,537,490,549,543
706,15.1524096,537,490,548,543
707,15.1684084,537,490,549,542
708,15.184419,537,491,549,542
709,15.2162485,537,491,549,543
710,15.2322207,537,490,549,543
711,15.2480686,537,491,549,543
712,15.2641115,537,490,549,542
713,15.2961061,537,491,549,543
714,15.3119772,537,490,549,544
715,15.3279694,537,491,549,543
716,15.359897,538,491,549,542
717,15.3760908,537,491,549,543
718,15.3919749,537,490,549,543
719,15.4238787,537,491,549,543
720,15.4396925,537,491,549,542
721,15.4559753,537,491,549,543
722,15.4725009,537,490,549,544
723,15.5040134,538,491,549,543
724,15.5200295,537,491,549,542
725,15.5362239,538,491,549,543
726,15.5681693,537,491,549,544
727,15.5841883,537,491,549,543
728,15.5999662,538,491,549,542
729,15.6319783,538,491,549,543
730,15.6478516,537,490,549,544
731,15.6638425,538,491,549,543
732,15.6800373,538,491,549,542
733,15.7116328,538,491,549,543
734,15.727644,538,491,549,544
735,15.7436549,538,491,549,543
736,15.7757446,537,491,549,542
737,15.7919472,538,491,550,543
738,15.8074871,539,491,549,544
739,15.8394697,538,491,549,543
740,15.8554721,538,491,549,542
741,15.8714936,538,491,550,543
742,15.9035099,538,491,549,544
743,15.9194034,538,491,549,543
744,15.9356603,538,491,549,542
745,15.9513859,538,490,550,543
746,15.9835294,538,491,549,544
747,15.9994651,538,491,549,543
748,16.0154645,539,491,550,542
749,16.0474857,538,492,549,543
750,16.0634649,538,491,549,544
751,16.0794848,538,491,549,543
752,16.1114782,538,491,549,542
753,16.1273301,538,491,550,543
754,16.1433434,538,491,549,544
755,16.1594835,538,491,550,543
756,16.191143,538,491,549,542
757,16.2071569,538,491,549,543
758,16.2231488,538,491,549,544
759,16.2552008,538,491,549,543
760,16.2711253,538,491,549,542
761,16.287135,538,491,549,543
762,16.3190394,538,490,549,544
763,16.3353717,538,491,550,543
764,16.3511644,538,491,550,542
765,16.3669893,538,491,549,543
766,16.3991515,538,491,549,544
767,16.4150015,538,491,550,544
768,16.4310757,538,491,550,543
769,16.4629801,538,491,549,543
770,16.4789868,538,491,549,544
771,16.4950451,538,490,549,543
772,16.5270016,538,491,550,543
773,16.5428836,538,491,550,543
774,16.5589721,538,490,549,544
775,16.590961,538,491,550,544
776,16.6067011,538,490,550,543
777,16.6229888,538,491,550,543
778,16.6390015,538,491,549,544
779,16.671023,538,491,550,543
780,16.6870628,538,491,550,543
781,16.7029838,538,491,550,543
782,16.7345325,538,490,549,544
783,16.7504858,538,491,550,543
784,16.7669676,538,491,549,543
785,16.7985948,538,491,550,543
786,16.8147132,538,490,549,544
787,16.8307026,538,491,549,543
788,16.8467383,539,491,550,543
789,16.8787386,538,491,550,543
790,16.8950306,538,491,550,544
791,16.9107441,539,491,550,543
792,16.9427967,538,491,550,543
793,16.958506,538,491,550,543
794,16.9748942,538,490,549,544
795,17.0064699,539,490,549,544
796,17.0225801,538,491,550,543
797,17.0384011,538,491,550,543
798,17.0543954,538,491,549,544
799,17.0864289,538,491,549,544
800,17.1024359,538,491,550,543
801,17.1184181,538,491,549,543
802,17.1503871,538,491,549,544
803,17.1664617,538,491,550,543
804,17.1824994,538,491,549,542
805,17.2145227,538,490,549,543
806,17.2303576,538,490,550,544
807,17.246373,538,491,550,544
808,17.2623368,538,491,550,543
809,17.2943396,538,491,550,543
810,17.3103327,538,490,549,544
811,17.3263698,538,490,549,544
812,17.3579168,538,490,550,543
813,17.3743874,538,491,550,543
814,17.3904273,538,490,550,544
815,17.421919,538,491,550,544
816,17.4382803,538,491,550,543
817,17.4543118,538,491,550,543
818,17.486029,538,490,549,544
819,17.502038,539,491,550,544
820,17.5180504,538,491,550,543
821,17.5339967,538,491,550,543
822,17.5660016,538,491,550,544
823,17.5819962,539,491,550,544
824,17.5979986,538,491,550,543
825,17.6301596,539,491,550,543
826,17.6458756,538,491,549,544
827,17.6619145,538,490,550,544
828,17.6939149,538,491,550,543
829,17.7099249,538,491,550,543
830,17.725936,538,490,550,544
831,17.7419466,538,491,549,544
832,17.7736847,538,491,550,543
833,17.7899884,538,491,550,543
834,17.8059087,538,491,550,544
835,17.8379084,538,491,550,544
836,17.8534874,538,491,550,543
837,17.8695115,539,491,550,543
838,17.9018156,538,490,549,544
839,17.917658,538,491,550,544
840,17.9337459,539,490,550,543
841,17.9497477,539,491,550,543
842,17.9817067,538,490,550,544
843,17.9977273,539,491,550,544
844,18.0137433,539,491,550,543
845,18.0457388,538,490,550,543
846,18.0615903,539,490,549,544
847,18.0775928,539,491,550,544
848,18.109428,539,491,550,543
849,18.125703,538,491,550,543
850,18.1415922,538,491,549,544
851,18.1575956,539,491,550,544
852,18.1893738,538,491,550,543
853,18.2056705,538,491,550,543
854,18.221538,538,490,550,544
855,18.2533684,538,490,550,544
856,18.2691472,539,491,550,543
857,18.2856547,538,491,550,543
858,18.3175566,539,491,550,544
859,18.3335617,539,491,549,544
860,18.3495787,539,491,549,543
861,18.3815108,538,491,550,543
862,18.3975591,538,491,550,544
863,18.4135691,539,491,550,544
864,18.4296585,538,491,550,543
865,18.4613488,539,491,549,543
866,18.4770126,538,491,550,544
867,18.4933757,538,491,550,544
868,18.52522,538,490,550,543
869,18.5412273,538,491,549,543
870,18.557208,538,491,549,544
871,18.5893445,539,491,549,544
872,18.6053641,539,491,550,543
