Time,Sensor1,Sensor2,Sensor3,Sensor4
10.246,0,0,0,0,
10.246,0,0,0,0,
10.247,0,0,0,0,
10.247,0,0,0,0,
10.279,0,0,0,0,
10.279,0,0,0,0,
10.28,0,0,0,0,
10.311,0,0,0,0,
10.312,0,0,0,0,
10.312,0,0,0,0,
10.316,0,0,0,0,
10.347,0,0,0,0,
10.347,0,0,0,0,
10.349,0,0,0,0,
10.351,0,0,0,0,
10.383,0,0,0,0,
10.383,0,0,0,0,
10.383,0,0,0,0,
10.391,0,0,0,0,
10.398,0,0,0,0,
10.429,0,0,0,0,
10.43,0,0,0,0,
10.43,0,0,0,0,
10.462,0,0,0,0,
10.462,0,0,0,0,
10.463,0,0,0,0,
10.464,0,0,0,0,
10.496,0,0,0,0,
10.497,0,0,0,0,
10.498,0,0,0,0,
10.502,0,0,0,0,
10.534,0,0,0,0,
10.534,0,0,0,0,
10.535,0,0,0,0,
10.542,0,0,0,0,
10.574,0,0,0,0,
10.575,0,0,0,0,
10.576,0,0,0,0,
10.583,0,0,0,0,
10.617,0,0,0,0,
10.617,0,0,0,0,
10.618,0,0,0,0,
10.619,0,0,0,0,
10.651,0,0,0,0,
10.651,0,0,0,0,
10.651,0,0,0,0,
10.658,0,0,0,0,
10.7,0,0,0,0,
10.7,0,0,0,0,
10.701,0,0,0,0,
10.701,0,0,0,0,
10.702,0,0,0,0,
10.711,0,0,0,0,
10.743,0,0,0,0,
10.744,0,0,0,0,
10.745,0,0,0,0,
10.777,0,0,0,0,
10.777,0,0,0,0,
10.778,0,0,0,0,
10.779,0,0,0,0,
10.811,0,0,0,0,
10.811,0,0,0,0,
10.812,0,0,0,0,
10.844,0,0,0,0,
10.844,0,0,0,0,
10.844,0,0,0,0,
10.852,0,0,0,0,
10.884,0,0,0,0,
10.884,0,0,0,0,
10.885,0,0,0,0,
10.885,0,0,0,0,
10.918,0,0,0,0,
10.919,0,0,0,0,
10.919,0,0,0,0,
10.952,0,0,0,0,
10.952,0,0,0,0,
10.953,0,0,0,0,
10.986,0,0,0,0,
10.986,0,0,0,0,
10.987,0,0,0,0,
10.987,0,0,0,0,
11.02,0,0,0,0,
11.021,0,0,0,0,
11.025,0,0,0,0,
11.058,0,0,0,0,
11.058,0,0,0,0,
11.059,0,0,0,0,
11.062,0,0,0,0,
11.095,0,0,0,0,
11.096,0,0,0,0,
11.097,0,0,0,0,
11.132,0,0,0,0,
11.132,0,0,0,0,
11.133,0,0,0,0,
11.137,0,0,0,0,
11.17,0,0,0,0,
11.17,0,0,0,0,
11.172,0,0,0,0,
11.205,0,0,0,0,
11.205,0,0,0,0,
11.205,0,0,0,0,
11.212,0,0,0,0,
11.245,0,0,0,0,
11.245,0,0,0,0,
11.246,0,0,0,0,
11.253,0,0,0,0,
11.298,0,0,0,0,
11.298,0,0,0,0,
11.299,0,0,0,0,
11.3,0,0,0,0,
11.331,0,0,0,0,
11.332,0,0,0,0,
11.332,0,0,0,0,
11.338,0,0,0,0,
11.37,0,0,0,0,
11.37,0,0,0,0,
11.377,0,0,0,0,
11.409,0,0,0,0,
11.41,0,0,0,0,
11.41,0,0,0,0,
11.41,0,0,0,0,
11.442,0,0,0,0,
11.443,0,0,0,0,
11.452,0,0,0,0,
11.482,0,0,0,0,
11.484,0,0,0,0,
11.485,0,0,0,0,
11.485,0,0,0,0,
11.516,0,0,0,0,
11.516,0,0,0,0,
11.525,0,0,0,0,
11.557,0,0,0,0,
11.557,0,0,0,0,
11.558,0,0,0,0,
11.559,0,0,0,0,
11.591,0,0,0,0,
11.592,0,0,0,0,
11.593,0,0,0,0,
11.628,0,0,0,0,
11.629,0,0,0,0,
11.63,0,0,0,0,
11.663,0,0,0,0,
11.663,0,0,0,0,
11.664,0,0,0,0,
11.669,0,0,0,0,
11.702,0,0,0,0,
11.704,0,0,0,0,
11.705,0,0,0,0,
11.738,0,0,0,0,
