Time,Perspiration
0,0.0027319762500000004
1,0.00280751475
2,0.0032835468571428576
3,0.0029344180000000007
4,0.002980082
5,0.0034906375714285716
6,0.0030095076250000003
7,0.0033267895714285713
8,0.0031421416
9,0.006559814666666667
10,0.004963544749999999
11,0.003760161375
12,0.003170655285714286
13,0.004000566571428571
14,0.0047723962222222215
15,0.00415805625
16,0.0034297442
17,0.004808957
18,0.002872466875
19,0.0033388955714285717
20,0.0039123804
21,0.0034046443333333332
22,0.0034631243333333333
23,0.0033220814285714285
24,0.003308511125
25,0.0029413811428571426
26,0.0033112205555555557
27,0.0034818300000000004
28,0.002369657625
29,0.003538794285714286
30,0.004264791375
31,0.003702877285714286
32,0.0038639876250000007
33,0.0031894228750000003
34,0.004064823625
35,0.0029623904285714284
36,0.003213739375
37,0.002811984625
38,0.00427191525
39,0.0036240755555555556
40,0.00369133575
41,0.0038639152499999998
42,0.00318149
43,0.002813821857142857
44,0.003309302555555555
45,0.002883521
46,0.002940072875
47,0.003945780428571429
48,0.0033283010000000005
49,0.0036985005714285715
50,0.004775194375
51,0.0028224708571428572
52,0.00362148825
53,0.00329608375
54,0.002903237125
55,0.0027332367142857143
56,0.002916149714285714
57,0.0031242898749999997
58,0.003292948333333333
59,0.00431836525
60,0.0045659404
61,0.004278915375
62,0.00340737625
63,0.0041261035000000005
64,0.003536385875
65,0.003397847571428571
66,0.00507297675
67,0.005043734571428572
68,0.004249029625
69,0.0027389221428571428
70,0.004012860666666666
71,0.0044051447142857145
72,0.003372531857142858
73,0.0030696802500000003
74,0.003656821428571429
75,0.0033843297499999998
76,0.004080885142857143
77,0.00385956675
78,0.0033553850000000002
79,0.003884349777777778
80,0.004253569142857142
81,0.004475613666666666
82,0.005273607714285714
83,0.0035167227777777774
84,0.004993317571428571
85,0.0038983891249999994
86,0.003794675375
87,0.0037280094
88,0.0032267497499999997
89,0.00453099625
90,0.004064186375
91,0.003192833909090909
92,0.0035696388571428575
93,0.00423666225
94,0.003961447714285714
95,0.0040935383750000005
96,0.0033846527142857136
97,0.0036349097777777775
98,0.004730032714285715
99,0.0032763972499999993
100,0.003846124142857143
101,0.00404632325
102,0.003888673142857143
103,0.00322073625
104,0.0038475310000000004
105,0.0033350787
106,0.00323516275
107,0.0033603853
108,0.0033274657142857147
109,0.003547918
110,0.004248527285714286
111,0.004361719250000001
112,0.003343608857142857
113,0.004782845500000001
114,0.006161518714285713
115,0.005826208625
116,0.003963575857142857
117,0.0040315435
118,0.004157045142857143
119,0.004235647333333333
120,0.004801688857142857
121,0.004699527625
122,0.002988654142857143
123,0.003526426222222222
124,0.004503827
125,0.0036039732499999998
126,0.002934791
127,0.0032550061666666665
128,0.003855983333333333
129,0.003809643875
130,0.0030068514999999994
131,0.0032326406250000003
132,0.004908366571428571
133,0.0032963477142857146
134,0.004684794999999999
135,0.004084780142857143
136,0.0040681023749999995
137,0.002894010375
138,0.0035092447142857134
139,0.0047871431428571426
140,0.003991602625000001
141,0.004492266
142,0.0036723293333333334
143,0.0037341395714285716
144,0.004136989875
145,0.003735154111111111
146,0.004160151
147,0.0053914359999999995
148,0.0032973710000000003
149,0.003061079285714286
150,0.0033201990000000002
151,0.005092006714285715
152,0.00382446475
153,0.005068269250000001
154,0.003491356625
155,0.002900551571428572
156,0.004268903625
157,0.002901462
158,0.004472359750000001
159,0.0041466795
160,0.003686146444444444
161,0.00410054
162,0.003720128625
163,0.004583316857142858
164,0.00396199925
165,0.004352024714285714
166,0.0027374036250000003
167,0.0025986032857142857
168,0.01408806375
169,0.0034069192857142856
170,0.0045873432500000005
171,0.0028691100000000002
172,0.0047345996250000005
173,0.004818045428571428
174,0.003216424
175,0.0036714944285714283
176,0.004490285875
177,0.0037779220000000004
178,0.0035690475000000003
179,0.0032942192857142853
180,0.0028486519999999997
181,0.0024442417142857146
182,0.00274712875
183,0.004754905875000001
184,0.003320951125
185,0.003121128571428572
186,0.003562272555555555
187,0.0046142959999999995
188,0.00395249175
189,0.002892632142857143
190,0.003028513444444445
191,0.0037368438571428572
192,0.0028076001250000007
193,0.003925174285714286
194,0.002577524
195,0.002865774
196,0.005714415666666666
197,0.0038551391249999995
198,0.003441494375
199,0.0030448815714285713
200,0.0029219052499999997
201,0.0037527170000000005
202,0.0027490937500000002
203,0.0033767333750000005
204,0.0030985317142857146
205,0.003180794857142857
206,0.002751168428571429
207,0.0031252159999999997
208,0.0022236615714285707
209,0.0038037448888888887
210,0.0025260775714285714
211,0.00296873125
212,0.0027138434285714284
213,0.0021170372222222224
214,0.0033744430000000004
215,0.0030652478749999996
216,0.0031207032857142854
217,0.00333889975
218,0.003341139142857143
219,0.0037261571250000003
220,0.002911019571428571
221,0.004528153777777778
