Time,Sensor1,Sensor2,Sensor3,Sensor4
2409,525,1023,413,577
2410,525,1023,414,577
2411,525,1023,414,577
2412,526,1023,414,577
2413,526,1023,414,577
2414,526,1023,414,577
2415,526,1023,413,577
2416,524,1023,411,575
2417,524,1023,391,572
2418,516,1023,385,558
2419,441,1023,388,559
2420,446,1023,388,566
2421,447,1023,379,575
2422,453,1023,382,574
2423,457,1023,386,573
2424,458,1023,403,561
2425,421,1023,413,558
2426,402,1023,419,553
2427,429,1023,427,553
2428,438,1023,437,554
2429,469,1023,438,556
2430,488,1023,446,556
2431,488,1023,449,558
2432,477,1023,447,558
2433,484,1023,306,554
2434,459,1023,378,552
2435,435,1023,394,551
2436,452,1023,378,555
2437,489,1023,409,553
2438,488,1023,416,555
2439,480,1023,413,559
2440,487,1023,417,560
2441,490,1023,420,560
2442,491,1023,421,561
2443,487,1023,424,561
2444,487,1023,425,561
2445,489,1023,424,561
2446,485,1023,424,562
2447,481,1023,429,562
2448,490,1023,429,563
2449,492,1023,418,562
2450,467,1023,415,560
2451,440,1023,393,546
2452,470,1023,396,560
2453,481,1023,387,562
2454,485,1023,387,564
2455,489,1023,392,565
2456,488,1023,397,566
2457,488,1023,398,566
2458,491,1023,396,566
2459,493,1023,398,566
2460,500,1023,404,566
2461,505,1023,407,567
2462,507,1023,406,567
2463,508,1023,407,567
2464,507,1023,409,568
2465,495,1023,407,569
2466,502,1023,410,565
2467,415,1023,394,562
2468,430,1023,419,556
2469,490,1023,416,551
2470,477,1023,397,556
2471,496,1023,407,561
2472,492,1023,404,562
2473,488,1023,407,564
2474,450,1023,401,564
2475,490,1023,413,554
2476,522,1023,392,561
2477,476,1023,410,553
2478,502,1023,418,563
2479,491,1023,423,565
2480,494,1023,427,567
2481,498,1023,426,568
2482,501,1023,426,568
2483,473,1023,424,568
2484,475,1023,425,569
2485,481,1023,426,569
2486,480,1023,425,570
2487,499,1023,407,562
2488,483,1023,387,557
2489,482,1023,387,565
2490,514,1023,411,566
2491,499,1023,408,556
2492,432,1023,388,553
2493,486,1023,392,562
2494,501,1023,406,564
2495,486,1023,407,566
2496,484,1023,407,568
2497,515,1023,402,569
2498,524,1023,398,569
2499,521,1023,400,570
2500,520,1023,399,571
2501,520,1023,394,571
2502,520,1023,398,571
2503,523,1023,402,572
2504,529,1023,401,572
2505,418,1023,372,562
2506,484,1023,383,567
2507,498,1023,389,568
2508,498,1023,392,569
2509,496,1023,393,571
2510,508,1023,395,572
2511,510,1023,396,572
2512,496,1023,388,571
2513,530,1023,408,566
2514,540,1023,421,567
2515,542,1023,420,568
2516,542,1023,416,568
2517,551,1023,420,568
2518,552,1023,424,568
2519,553,1023,426,569
2520,557,1023,425,570
2521,558,1023,429,570
2522,557,1023,430,570
2523,561,1023,431,571
2524,561,1023,433,572
2525,562,1023,433,572
2526,563,1023,434,572
2527,565,1023,433,572
2528,565,1023,431,571
2529,563,1023,425,570
2530,566,1023,427,569
2531,563,1023,425,566
2532,565,1023,419,563
2533,565,1023,383,565
2534,562,1023,392,562
2535,565,1023,398,565
2536,569,1023,399,563
2537,563,1023,394,563
2538,559,1023,382,564
2539,476,1023,375,558
2540,477,1023,350,562
2541,502,1023,363,564
2542,512,1023,352,565
2543,510,1023,358,566
2544,510,1023,360,567
2545,505,1023,355,569
2546,464,1023,354,577
2547,476,1023,367,571
2548,483,1023,380,570
2549,482,1023,377,553
2550,506,1023,394,564
2551,516,1023,398,563
2552,531,1023,408,568
2553,536,1023,413,569
2554,459,1023,379,567
2555,474,1023,389,565
2556,490,1023,397,567
2557,500,1023,399,570
2558,504,1023,402,570
2559,506,1023,403,571
2560,510,1023,404,572
2561,497,1023,404,572
2562,503,1023,405,573
2563,507,1023,408,572
2564,513,1023,409,573
2565,517,1023,410,573
2566,517,1023,410,574
2567,487,1023,383,569
2568,512,1023,398,567
2569,516,1023,400,572
2570,531,1023,404,574
2571,532,1023,406,576
2572,533,1023,404,577
2573,472,1023,373,571
2574,468,1023,377,566
2575,479,1023,385,574
2576,481,1023,386,578
2577,494,1023,386,579
2578,484,1023,382,574
2579,496,1023,389,566
2580,509,1023,397,575
2581,513,1023,400,578
2582,512,1023,401,578
2583,497,1023,404,580
2584,483,1023,382,579
2585,501,1023,390,569
2586,500,1023,373,573
2587,507,1023,396,574
2588,526,1023,402,574
2589,532,1023,404,574
2590,543,1023,409,574
2591,546,1023,411,574
2592,520,1023,405,575
2593,449,1023,360,575
2594,442,1023,359,575
2595,448,1023,356,575
2596,467,1023,360,575
2597,477,1023,370,576
2598,485,1023,371,576
2599,494,1023,373,577
2600,501,1023,375,577
2601,492,1023,362,578
2602,434,1023,347,570
2603,461,1023,364,576
2604,449,1023,353,580
2605,459,1023,326,582
2606,464,1023,275,586
2607,468,1023,164,584
2608,473,1023,120,583
2609,477,1022,101,585
2610,480,1022,103,586
2611,482,1022,109,586
2612,484,1022,109,585
2613,486,1022,106,585
2614,487,1022,104,586
2615,488,1022,105,587
2616,489,1022,117,587
2617,491,1022,124,588
2618,492,1022,98,588
2619,482,1022,116,587
2620,468,1023,188,584
2621,496,1023,208,579
2622,506,1023,242,577
2623,522,1023,245,577
2624,525,1023,251,578
2625,503,1023,244,578
2626,517,1023,259,576
2627,517,1023,269,578
2628,524,1023,278,578
2629,506,1023,269,579
2630,516,1023,277,579
2631,520,1023,277,580
2632,519,1023,278,580
2633,526,1023,279,580
2634,529,1023,276,581
2635,526,1023,275,581
2636,524,1023,276,582
2637,530,1023,279,582
2638,530,1023,280,582
2639,524,1023,277,583
2640,528,1023,283,583
2641,531,1023,280,583
2642,531,1023,289,583
2643,528,1023,294,583
2644,532,1023,293,584
2645,537,1023,291,584
2646,530,1023,295,584
2647,536,1023,291,584
2648,524,1023,280,585
2649,493,1023,232,590
2650,495,1023,228,591
2651,497,1023,259,592
2652,499,1023,257,592
2653,500,1023,260,592
2654,500,1023,261,593
2655,501,1023,261,593
2656,501,1023,260,593
2657,502,1023,260,593
2658,495,1023,239,592
2659,499,1023,247,589
2660,505,1023,249,586
2661,505,1023,271,589
2662,495,1023,262,589
2663,491,1023,263,592
2664,494,1023,261,592
2665,486,1023,262,591
2666,493,1023,244,592
2667,498,1023,245,593
2668,500,1023,255,594
2669,501,1023,257,594
2670,492,1023,294,587
2671,499,1023,335,583
2672,481,1023,331,578
2673,457,1023,346,577
2674,484,1023,346,579
2675,487,1023,343,580
2676,493,1023,347,580
2677,491,1023,343,581
2678,496,1023,341,581
2679,499,1023,350,581
2680,502,1023,353,582
2681,497,1023,348,584
2682,476,1023,322,588
2683,481,1023,297,589
2684,484,1023,314,589
2685,486,1023,320,590
2686,487,1023,317,590
2687,488,1023,315,590
2688,489,1023,321,590
2689,489,1023,327,591
2690,490,1023,328,591
2691,490,1023,329,591
2692,491,1023,330,591
2693,486,1023,312,591
2694,474,1023,321,585
2695,481,1023,346,569
2696,505,1023,361,579
2697,509,1023,357,580
2698,519,1023,362,581
2699,520,1023,360,581
2700,524,1023,361,581
2701,528,1023,365,582
2702,523,1023,376,567
2703,491,1023,369,571
2704,511,1023,374,579
2705,516,1023,381,580
2706,518,1023,381,581
2707,517,1023,383,582
2708,523,1023,384,583
2709,515,1023,381,584
2710,519,1023,382,584
2711,506,1023,369,587
2712,514,1023,377,586
2713,519,1023,381,586
2714,523,1023,382,588
2715,520,1023,385,588
2716,523,1023,386,589
2717,527,1023,386,588
2718,518,1023,384,582
2719,479,1023,377,572
2720,510,1023,379,580
2721,514,1023,384,581
2722,516,1023,387,582
2723,519,1023,385,582
2724,515,1023,383,583
2725,515,1023,386,584
2726,502,1023,391,585
2727,493,1023,392,577
2728,498,1023,406,581
2729,519,1023,415,581
2730,533,1023,419,581
2731,539,1023,422,581
2732,544,1023,426,581
2733,521,1023,429,578
2734,507,1023,422,577
2735,439,1023,428,578
2736,409,1023,408,580
2737,422,1023,366,587
2738,437,1023,347,589
2739,440,1023,287,589
2740,441,1023,288,589
2741,447,1023,295,590
2742,451,1023,297,590
2743,452,1023,298,590
2744,455,1023,300,590
2745,457,1023,303,591
2746,458,1023,304,591
2747,460,1023,304,591
2748,464,1023,306,591
2749,465,1023,306,592
2750,467,1023,307,592
2751,468,1023,307,592
2752,468,1023,307,592
2753,468,1023,307,592
2754,468,1023,308,593
2755,469,1023,308,593
2756,471,1023,309,593
2757,471,1023,309,593
2758,471,1023,309,593
2759,471,1023,310,593
2760,471,1023,310,593
2761,472,1023,310,593
2762,472,1023,311,594
2763,472,1023,312,594
2764,473,1023,313,594
2765,474,1023,313,594
2766,474,1023,313,594
2767,474,1023,314,594
2768,474,1023,314,594
2769,475,1023,315,594
2770,475,1023,314,594
2771,475,1023,314,594
2772,475,1023,314,594
2773,475,1023,315,594
2774,475,1023,315,594
2775,476,1023,314,594
2776,476,1023,315,594
2777,474,1023,314,595
2778,473,1023,318,596
2779,474,1023,322,595
2780,474,1023,323,596
2781,475,1023,326,596
2782,475,1023,327,596
2783,475,1023,327,596
2784,475,1023,326,596
2785,475,1023,326,596
2786,476,1023,328,596
2787,476,1023,328,596
2788,476,1023,329,597
2789,477,1023,329,596
2790,476,1023,329,596
2791,469,1023,329,595
2792,467,1023,339,595
2793,475,1023,347,594
2794,450,1023,361,583
2795,484,1023,344,589
2796,507,1023,360,587
2797,512,1023,373,585
2798,512,1023,374,586
2799,511,1023,376,588
2800,497,1023,370,589
2801,521,1023,396,581
2802,508,1023,416,578
2803,480,1023,351,559
2804,496,1023,293,484
2805,474,1023,326,479
2806,475,1023,342,487
2807,501,1023,365,495
2808,526,1023,372,487
2809,521,1023,375,468
2810,540,1023,379,468
2811,484,1023,368,459
2812,504,1023,373,463
2813,525,1023,381,467
2814,538,1023,381,468
2815,530,1023,389,469
2816,542,1023,392,470
2817,545,1023,397,470
2818,547,1023,397,473
2819,554,1023,402,473
2820,561,1023,410,475
2821,561,1023,411,477
2822,559,1023,406,477
2823,560,1023,412,479
2824,533,1023,397,483
2825,517,1023,384,485
2826,542,1023,387,484
2827,570,1023,395,482
2828,574,1023,398,483
2829,570,1023,399,484
2830,571,1023,402,486
2831,568,1023,399,486
2832,560,1023,393,486
2833,571,1023,402,486
2834,582,1023,408,485
2835,579,1023,409,485
2836,576,1023,404,488
2837,573,1023,406,488
2838,560,1023,406,490
2839,564,1023,407,491
2840,568,1023,410,492
2841,575,1023,412,492
2842,580,1023,412,493
2843,581,1023,415,493
2844,592,1023,415,491
2845,594,1023,418,492
2846,593,1023,417,492
2847,594,1023,418,493
2848,593,1023,417,493
2849,593,1023,418,494
2850,593,1023,421,494
2851,593,1023,425,493
2852,592,1023,424,493
2853,603,1023,422,494
2854,603,1023,426,494
2855,606,1023,428,495
2856,606,1023,430,495
2857,606,1023,489,507
2858,600,1023,500,490
2859,557,1023,364,480
2860,509,1023,372,490
2861,549,1023,390,489
2862,562,1023,397,490
2863,567,1023,379,490
2864,572,1023,380,492
2865,580,1023,388,492
2866,583,1023,392,493
2867,582,1023,394,494
2868,562,1023,386,496
2869,501,1023,375,502
2870,530,1023,391,501
2871,556,1023,400,502
2872,567,1023,402,502
2873,574,1023,391,499
2874,569,1023,396,500
2875,482,1023,372,513
2876,491,1023,378,513
2877,496,1023,382,512
2878,497,1023,383,513
2879,498,1023,387,514
2880,499,1023,388,514
2881,501,1023,391,515
2882,501,1023,391,515
2883,489,949,397,540
2884,461,910,295,558
2885,423,1022,342,501
2886,432,1022,351,510
2887,441,1021,359,517
2888,452,1021,367,521
2889,457,1021,371,527
2890,458,1021,368,531
2891,460,1021,368,531
2892,454,1021,363,529
2893,461,1021,371,532
2894,462,1021,373,534
2895,425,1021,346,512
2896,450,876,208,470
2897,402,1016,362,486
2898,417,1019,377,497
2899,427,1019,385,505
2900,433,1019,389,507
2901,436,1019,390,509
2902,438,1019,391,514
2903,436,1019,389,517
2904,439,1019,393,521
2905,441,1019,394,521
2906,442,1019,395,523
2907,444,1019,397,524
2908,446,1019,399,523
2909,446,1018,400,523
2910,447,1018,402,524
2911,449,1018,404,525
2912,450,1018,405,527
2913,450,1018,405,529
2914,451,1018,406,529
2915,452,1019,407,530
2916,453,1018,408,531
2917,454,1018,409,532
2918,454,1017,409,532
2919,454,1018,410,533
2920,454,1018,411,533
2921,455,1019,410,533
2922,457,1018,410,531
2923,459,1019,412,529
2924,460,1019,412,530
2925,460,1019,412,530
2926,460,1019,413,531
2927,460,1019,414,532
2928,460,1019,413,533
2929,457,1020,408,535
2930,457,1020,411,536
2931,458,1020,411,537
2932,458,1020,412,537
2933,459,1020,412,537
2934,459,1020,412,537
2935,459,1020,413,537
2936,459,1020,413,538
2937,460,1020,413,538
2938,460,1020,414,538
2939,464,1021,417,524
2940,464,1023,414,504
2941,403,1021,388,484
2942,411,1021,397,493
2943,439,1022,413,494
2944,436,1023,409,489
2945,466,1023,438,498
2946,472,1022,418,496
2947,467,1022,420,496
2948,447,1022,423,501
2949,449,1022,426,503
2950,451,1022,429,505
2951,453,1022,433,506
2952,454,1022,434,506
2953,456,1022,435,508
2954,457,1022,435,508
2955,459,1022,435,508
2956,460,1022,437,509
2957,461,1022,437,510
2958,462,1022,439,511
2959,463,1022,440,511
2960,464,1022,441,512
2961,464,1022,439,512
2962,465,1022,440,513
2963,466,1022,439,514
2964,467,1022,440,515
2965,468,1023,441,511
2966,468,1023,427,507
2967,469,1023,435,503
2968,444,1023,422,496
2969,453,1023,420,510
2970,458,1023,419,514
2971,460,1023,421,516
2972,463,1023,424,517
2973,465,1022,426,519
2974,467,1022,427,519
2975,468,1022,428,520
2976,469,1022,429,520
2977,471,1022,430,521
2978,472,1022,431,522
2979,473,1022,433,522
2980,473,1022,434,523
2981,474,1022,435,523
2982,474,1022,436,524
2983,475,1022,437,524
2984,476,1022,437,524
2985,476,1022,437,525
2986,477,1022,438,525
2987,477,1022,437,526
2988,477,1022,437,525
2989,478,1022,438,525
2990,478,1022,438,526
2991,479,1022,439,527
2992,480,1022,441,527
2993,480,1022,442,528
2994,480,1022,443,528
2995,481,1022,444,527
2996,481,1022,445,528
2997,482,1022,445,529
2998,482,1022,445,529
2999,482,1022,445,529
3000,482,1022,445,529
3001,482,1022,446,530
3002,483,1022,446,530
3003,483,1022,447,530
3004,484,1022,447,530
3005,484,1022,447,530
3006,484,1022,448,530
3007,485,1022,448,530
3008,485,1022,448,531
3009,486,1022,448,531
3010,486,1022,448,531
3011,486,1022,449,531
3012,486,1022,448,531
3013,486,1022,446,531
3014,486,1022,448,531
3015,487,1022,449,532
3016,487,1022,449,531
3017,487,1022,449,531
3018,488,1022,450,532
3019,488,1022,450,532
3020,489,1022,450,531
3021,489,1022,450,531
3022,489,1022,450,532
3023,489,1022,450,532
3024,490,1022,451,532
3025,490,1022,451,533
3026,489,1022,451,533
3027,490,1022,451,533
3028,490,1022,452,534
3029,490,1022,452,534
3030,490,1022,452,534
3031,490,1022,452,534
3032,490,1022,452,534
3033,491,1022,452,534
3034,491,1022,453,535
3035,492,1022,453,535
3036,492,1022,453,535
3037,492,1022,453,535
3038,492,1022,454,535
3039,492,1021,454,535
3040,492,1022,454,535
3041,492,1022,454,535
3042,493,1022,454,535
3043,493,1021,455,536
3044,493,1022,455,536
3045,493,1021,455,536
3046,493,1022,455,536
3047,493,1022,455,536
3048,493,1021,455,537
3049,494,1022,455,537
3050,494,1021,455,537
3051,494,1021,455,537
3052,494,1021,455,537
3053,495,1021,455,537
3054,495,1021,456,537
3055,495,1021,456,538
3056,495,1021,456,538
3057,495,1021,456,537
3058,495,1021,455,538
3059,495,1021,454,537
3060,495,1021,455,537
3061,495,1021,454,538
3062,496,1021,455,538
3063,496,1021,456,538
3064,496,1021,456,538
3065,496,1021,457,539
3066,496,1021,456,538
3067,496,1021,457,538
3068,496,1021,456,538
3069,496,1021,456,538
3070,496,1021,456,538
3071,497,1021,456,538
3072,497,1021,457,538
3073,497,1021,458,538
3074,497,1021,458,538
3075,497,1021,459,539
3076,497,1021,459,539
3077,497,1021,460,539
3078,497,1021,460,539
3079,497,1021,460,539
3080,497,1021,460,539
3081,497,1021,460,539
3082,497,1021,460,539
3083,497,1021,460,540
3084,498,1021,460,539
3085,498,1021,460,539
3086,498,1021,460,540
3087,498,1021,460,540
3088,498,1021,460,541
3089,498,1021,460,541
3090,499,1021,461,541
3091,499,1021,461,542
3092,499,1021,461,541
3093,499,1021,461,542
3094,499,1021,461,542
3095,499,1021,461,542
3096,500,1021,461,542
3097,500,1021,461,542
3098,500,1021,461,542
3099,500,1021,462,542
3100,500,1021,462,543
3101,500,1021,462,543
3102,500,1021,462,543
3103,500,1021,463,543
3104,500,1021,463,543
3105,500,1021,463,543
3106,500,1021,463,543
3107,500,1021,463,543
3108,501,1021,463,543
3109,501,1021,463,543
3110,501,1021,463,543
3111,501,1021,463,544
3112,501,1021,464,544
3113,501,1021,464,544
3114,502,1021,464,544
3115,502,1021,464,544
3116,502,1021,464,544
3117,502,1021,464,544
3118,502,1021,464,544
3119,502,1021,464,544
3120,502,1021,464,544
3121,502,1021,464,544
3122,503,1021,464,544
3123,503,1021,464,544
3124,503,1021,464,545
3125,503,1021,464,545
3126,503,1021,464,545
3127,503,1021,464,545
3128,503,1021,464,545
3129,503,1021,464,545
3130,504,1021,464,546
3131,504,1021,465,546
3132,504,1021,465,546
3133,504,1021,464,546
3134,504,1021,464,546
3135,504,1021,464,546
3136,504,1021,464,546
3137,505,1021,464,546
3138,505,1021,465,546
3139,505,1021,465,546
3140,505,1021,465,546
3141,505,1021,465,546
3142,505,1021,465,546
3143,505,1021,465,546
3144,505,1021,465,546
3145,505,1021,465,546
3146,506,1021,465,546
3147,506,1021,465,546
3148,505,1021,465,546
3149,506,1021,466,546
3150,506,1021,466,546
3151,506,1021,466,546
3152,506,1021,466,546
3153,506,1021,466,546
3154,506,1021,466,546
3155,507,1021,466,546
3156,507,1021,466,546
3157,507,1021,466,546
3158,507,1021,466,546
3159,507,1021,466,546
3160,508,1021,466,546
3161,508,1021,466,546
3162,508,1021,466,546
3163,508,1021,466,547
3164,508,1021,466,547
3165,508,1021,466,547
3166,508,1021,466,547
3167,508,1021,466,547
3168,508,1022,466,547
3169,508,1021,467,547
3170,508,1022,467,546
3171,509,1021,467,546
3172,509,1021,467,546
3173,509,1022,467,546
3174,509,1022,467,546
3175,509,1021,467,546
3176,509,1021,466,546
3177,509,1021,467,546
3178,509,1022,467,546
3179,510,1022,467,546
3180,510,1022,467,546
3181,510,1022,467,546
3182,510,1022,467,546
3183,510,1022,467,546
3184,510,1022,467,546
3185,510,1022,468,546
3186,510,1021,468,547
3187,510,1021,467,547
3188,511,1022,467,546
3189,510,1022,467,546
3190,511,1022,468,546
3191,511,1022,468,547
3192,511,1022,467,547
3193,510,1022,468,547
3194,510,1022,468,547
3195,511,1022,468,547
3196,511,1021,468,548
3197,511,1022,468,548
3198,511,1022,468,548
3199,511,1022,468,547
3200,512,1022,468,548
3201,511,1022,466,548
3202,511,1021,466,549
3203,511,1022,466,549
3204,511,1022,466,549
3205,511,1022,466,549
3206,511,1022,467,549
3207,511,1021,467,549
3208,512,1021,467,549
3209,512,1021,467,549
3210,512,1021,467,549
3211,512,1021,467,549
3212,512,1021,467,550
3213,512,1021,467,550
3214,512,1021,467,549
3215,512,1021,468,550
3216,512,1021,468,550
3217,512,1021,468,550
3218,512,1021,468,550
3219,512,1021,468,550
3220,512,1021,468,550
3221,512,1021,468,550
3222,512,1021,468,550
3223,512,1021,468,551
3224,512,1021,468,551
3225,512,1021,468,551
3226,512,1021,468,551
3227,512,1021,469,551
3228,512,1021,469,550
3229,512,1021,469,551
3230,512,1021,469,551
3231,513,1021,468,550
3232,513,1021,469,550
3233,513,1021,469,550
3234,513,1021,469,550
3235,513,1021,469,550
3236,513,1021,469,550
3237,513,1021,469,551
3238,513,1021,469,551
3239,513,1021,469,550
3240,514,1021,470,551
3241,513,1021,470,551
3242,514,1021,470,551
3243,514,1021,470,551
3244,514,1021,470,551
3245,514,1021,470,551
3246,514,1021,470,551
3247,514,1021,471,551
3248,514,1021,471,551
3249,514,1021,471,551
3250,514,1021,471,551
3251,514,1021,470,551
3252,514,1021,470,551
3253,514,1021,470,551
3254,514,1021,470,551
3255,514,1021,471,551
3256,514,1021,471,551
3257,514,1021,471,551
3258,514,1021,471,551
3259,514,1021,471,551
3260,514,1021,471,551
3261,514,1021,471,551
3262,514,1021,471,551
3263,514,1021,471,551
3264,515,1022,471,551
3265,511,1022,466,549
3266,499,1021,455,544
3267,501,1021,458,545
3268,503,1021,459,546
3269,503,1021,460,546
3270,503,1021,460,546
3271,504,1021,461,547
3272,505,1021,461,547
3273,505,1021,462,547
3274,506,1021,463,547
3275,506,1021,463,547
3276,506,1021,463,547
3277,506,1021,463,547
3278,506,1021,463,546
3279,506,1021,462,547
3280,507,1022,464,547
3281,507,1022,465,547
3282,507,1022,465,547
3283,507,1022,465,547
3284,508,1022,465,547
3285,508,1022,465,547
3286,508,1022,466,548
3287,508,1022,466,548
3288,508,1022,466,548
3289,509,1022,466,548
3290,509,1022,466,548
3291,509,1022,467,548
3292,510,1022,467,548
3293,510,1022,467,548
3294,510,1022,468,549
3295,510,1021,468,548
3296,510,1021,468,549
3297,510,1021,468,548
3298,511,1021,468,549
3299,511,1022,468,549
3300,511,1022,468,549
3301,511,1022,468,549
3302,511,1022,468,549
3303,511,1022,469,549
3304,511,1022,470,549
3305,512,1022,470,549
3306,512,1022,470,549
3307,512,1021,470,549
3308,512,1021,470,549
3309,512,1021,470,549
3310,512,1021,470,549
3311,513,1021,470,549
3312,513,1021,470,549
3313,513,1021,470,550
3314,513,1021,470,549
3315,513,1021,470,549
3316,513,1021,470,549
3317,513,1021,470,550
3318,513,1021,470,550
3319,513,1021,471,550
3320,513,1021,471,550
3321,513,1021,471,550
3322,513,1021,471,550
3323,514,1021,471,550
3324,514,1021,471,550
3325,514,1021,471,550
3326,514,1021,471,550
3327,514,1021,471,550
3328,514,1021,471,550
3329,514,1021,471,550
3330,514,1021,472,550
3331,514,1021,471,550
3332,514,1020,471,550
3333,514,1020,472,550
3334,514,1021,472,550
3335,514,1021,471,550
3336,514,1021,472,550
3337,515,1021,471,550
3338,515,1020,472,550
3339,514,1021,472,550
3340,507,1021,464,546
3341,509,1021,467,548
3342,510,1021,468,548
3343,507,1021,466,547
3344,509,1021,469,548
3345,510,1021,470,548
3346,510,1021,470,548
3347,511,1021,470,548
3348,511,1021,470,548
3349,511,1021,471,549
3350,511,1021,471,549
3351,511,1022,471,549
3352,512,1021,471,549
3353,512,1021,472,549
3354,512,1021,472,549
3355,512,1021,472,549
3356,513,1022,472,549
3357,513,1021,473,549
3358,513,1021,473,549
3359,513,1021,473,549
3360,513,1021,473,550
3361,513,1021,472,550
3362,513,1021,473,550
3363,514,1021,473,550
3364,514,1021,473,550
3365,514,1021,474,550
3366,514,1021,474,550
3367,514,1021,475,550
3368,515,1021,475,550
3369,515,1021,475,550
3370,515,1021,475,550
3371,515,1021,476,550
3372,515,1021,476,550
3373,515,1021,475,550
3374,516,1021,476,550
3375,516,1021,476,550
3376,516,1021,476,550
3377,516,1021,476,550
3378,516,1021,476,550
3379,516,1021,476,551
3380,517,1021,476,550
3381,517,1021,477,550
3382,517,1021,477,551
3383,517,1021,477,551
3384,517,1021,477,551
3385,517,1021,476,551
3386,517,1021,476,551
3387,517,1021,476,551
3388,517,1021,476,551
3389,517,1021,477,551
3390,517,1021,476,551
3391,517,1021,476,552
3392,518,1021,477,551
3393,518,1021,477,551
3394,518,1021,477,552
3395,518,1021,477,552
3396,518,1021,477,552
3397,518,1021,477,552
3398,518,1021,477,552
3399,518,1021,477,552
3400,518,1021,477,552
3401,518,1021,477,552
3402,518,1020,477,552
3403,518,1018,477,551
3404,518,1019,477,552
3405,518,1020,477,552
3406,518,1019,477,552
3407,518,1019,477,552
3408,518,1020,477,552
3409,518,1020,477,552
3410,518,1019,477,552
3411,519,1019,478,552
3412,518,1018,478,552
3413,518,1019,478,552
3414,519,1020,478,552
3415,519,1020,478,552
3416,519,1020,478,552
3417,519,1020,478,552
3418,519,1020,478,552
3419,518,1020,478,551
3420,514,1021,472,549
3421,514,1021,473,549
3422,515,1021,475,549
3423,515,1021,475,550
3424,515,1021,475,550
3425,516,1020,475,550
3426,516,1021,475,550
3427,516,1021,476,550
3428,517,1020,476,550
3429,517,1020,476,550
3430,517,1019,476,551
3431,517,1019,477,551
3432,517,1017,477,551
3433,518,1017,477,551
3434,517,1017,477,551
3435,518,1016,477,551
3436,518,1017,477,551
3437,518,1018,477,551
3438,518,1018,477,551
3439,518,1018,477,551
3440,519,1018,478,551
3441,519,1019,478,551
3442,519,1020,478,551
3443,519,1020,478,551
3444,519,1019,479,551
3445,519,1019,479,551
3446,519,1018,479,551
3447,520,1018,479,552
3448,520,1018,479,552
3449,520,1019,479,552
3450,519,1018,479,552
3451,520,1019,479,552
3452,520,1019,479,552
3453,520,1019,479,552
3454,520,1019,479,552
3455,520,1019,479,552
3456,520,1019,479,552
3457,520,1019,479,552
3458,520,1019,479,552
3459,520,1019,479,552
3460,520,1019,479,552
3461,521,1019,479,552
3462,521,1019,480,552
3463,521,1019,480,552
3464,521,1020,480,552
3465,520,1019,480,552
3466,521,1019,480,552
3467,521,1019,481,552
3468,521,1019,481,552
3469,521,1020,480,552
3470,521,1020,480,552
3471,521,1019,481,552
3472,521,1020,481,552
3473,521,1019,481,552
3474,521,1020,481,552
3475,521,1020,481,552
3476,522,1019,481,552
3477,522,1021,482,552
3478,522,1019,482,552
3479,522,1019,482,552
3480,522,1019,482,552
3481,522,1019,481,552
3482,522,1020,482,552
3483,522,1020,482,552
3484,522,1020,482,552
3485,522,1020,482,552
3486,522,1020,482,553
3487,523,1020,482,552
3488,523,1020,482,552
3489,523,1020,482,553
3490,523,1020,482,553
3491,523,1020,482,553
3492,523,1020,482,553
3493,523,1020,483,553
3494,523,1020,483,553
3495,523,1020,482,553
3496,523,1020,483,553
3497,523,1020,482,553
3498,522,1020,482,553
3499,523,1020,482,553
3500,523,1021,483,553
3501,523,1021,483,553
3502,523,1021,483,553
3503,523,1021,483,553
3504,523,1021,483,553
3505,523,1021,483,553
3506,523,1021,484,553
3507,523,1021,484,553
3508,523,1021,484,553
3509,523,1021,484,553
3510,523,1021,484,553
3511,523,1021,484,553
3512,523,1020,484,553
3513,523,1019,483,553
3514,523,1021,484,553
3515,523,1021,483,553
3516,523,1021,484,553
3517,524,1021,484,553
3518,524,1021,484,553
3519,524,1019,484,553
3520,524,1018,484,553
3521,524,1019,484,553
3522,524,1020,484,553
3523,524,1021,484,553
3524,524,1021,484,554
3525,524,1021,484,554
3526,524,1021,484,554
3527,524,1021,484,554
3528,524,1021,484,554
3529,525,1021,484,554
3530,524,1021,484,554
3531,524,1021,484,554
3532,525,1021,484,554
3533,525,1020,484,554
3534,525,1021,484,553
3535,525,1020,483,553
3536,525,1020,483,554
3537,525,1020,483,554
3538,525,1019,484,554
3539,525,1019,484,554
3540,525,1017,484,554
3541,525,1018,484,554
3542,525,1019,484,554
3543,525,1019,484,554
3544,525,1020,484,554
3545,525,1020,484,554
3546,525,1019,484,554
3547,526,1020,484,554
3548,526,1020,485,554
3549,526,1020,485,554
3550,525,1020,484,554
3551,525,1020,484,554
3552,525,1021,484,554
3553,525,1021,484,554
3554,526,1021,484,554
3555,526,1021,485,554
3556,525,1021,485,554
3557,525,1021,485,554
3558,526,1021,485,554
3559,526,1021,485,555
3560,526,1021,485,554
3561,526,1021,485,554
3562,526,1021,485,554
3563,526,1021,485,554
3564,526,1021,485,554
3565,526,1021,485,555
3566,526,1021,485,555
3567,526,1021,485,555
3568,526,1021,485,555
3569,526,1021,485,555
3570,526,1021,485,555
3571,526,1020,485,555
3572,526,1021,486,555
