#KeystrokeID,Time,IsKeyDown,Key
846,567.831,1,KEY_N
847,568.007,0,KEY_M
848,568.008,0,OEM_COMMA
849,568.095,1,KEY_M
850,568.096,1,OEM_COMMA
851,568.255,0,SPACE
852,568.351,1,SPACE
853,569.479,0,RSHIFT
854,569.979,0,RSHIFT
855,570.011,0,RSHIFT
856,570.046,0,RSHIFT
857,570.078,0,RSHIFT
858,570.11,0,RSHIFT
859,570.143,0,RSHIFT
860,570.176,0,RSHIFT
861,570.21,0,RSHIFT
862,570.223,1,RSHIFT
863,571.062,0,KEY_W
864,571.199,0,KEY_E
865,571.286,1,KEY_W
866,571.288,0,SPACE
867,571.366,1,KEY_E
868,571.455,1,SPACE
869,572.903,0,BACK
870,572.974,1,BACK
871,573.079,0,BACK
872,573.143,1,BACK
873,573.223,0,BACK
874,573.326,1,BACK
875,573.847,0,RSHIFT
876,574.046,0,KEY_I
877,574.15,1,RSHIFT
878,574.151,1,KEY_I
879,574.302,0,SPACE
880,574.446,1,SPACE
881,574.943,0,KEY_R
882,575.03,0,KEY_E
883,575.046,1,KEY_R
884,575.102,1,KEY_E
885,575.206,0,KEY_F
886,575.302,1,KEY_F
887,575.398,0,KEY_E
888,575.486,0,KEY_R
889,575.526,1,KEY_E
890,575.63,1,KEY_R
891,575.927,0,SPACE
892,576.135,1,SPACE
893,576.222,0,KEY_T
894,576.35,0,KEY_O
895,576.367,1,KEY_T
896,576.463,0,SPACE
897,576.567,1,KEY_O
898,576.646,1,SPACE
899,576.678,0,KEY_T
900,576.791,1,KEY_T
901,576.83,0,KEY_H
902,577.031,1,KEY_H
903,577.032,0,KEY_O
904,577.118,0,KEY_S
905,577.166,1,KEY_O
906,577.287,0,KEY_E
907,577.479,1,KEY_S
908,577.48,1,KEY_E
909,577.638,0,SPACE
910,577.871,1,SPACE
911,578.27,0,KEY_K
912,578.375,1,KEY_K
913,578.487,0,KEY_I
914,578.598,1,KEY_I
915,578.782,0,KEY_J
916,578.91,1,KEY_J
917,579.022,0,KEY_D
918,579.143,1,KEY_D
919,579.174,0,SPACE
920,579.406,1,SPACE
921,579.638,0,BACK
922,579.695,1,BACK
923,579.79,0,BACK
924,579.855,1,BACK
925,579.95,0,BACK
926,580.014,1,BACK
927,580.086,0,BACK
928,580.174,1,BACK
929,580.734,0,KEY_I
930,580.822,1,KEY_I
931,580.918,0,KEY_N
932,580.998,1,KEY_N
933,581.062,0,KEY_D
934,581.19,1,KEY_D
935,581.192,0,SPACE
936,581.326,1,SPACE
937,581.327,0,KEY_T
938,581.406,1,KEY_T
939,581.43,0,KEY_H
940,581.494,1,KEY_H
941,582.463,0,KEY_A
942,582.622,1,KEY_A
943,582.87,0,KEY_T
944,582.95,0,SPACE
945,582.974,1,KEY_T
946,583.086,1,SPACE
947,592.07,0,LEFT
948,592.23,1,LEFT
949,592.278,0,LEFT
950,592.39,1,LEFT
951,592.438,0,LEFT
952,592.566,1,LEFT
953,592.63,0,LEFT
954,592.718,1,LEFT
955,592.774,0,LEFT
956,592.886,1,LEFT
957,592.934,0,LEFT
958,593.078,1,LEFT
959,593.534,0,KEY_S
960,593.678,1,KEY_S
961,594.334,0,END
962,594.454,1,END
963,596.518,0,KEY_C
964,596.63,1,KEY_C
965,596.774,0,KEY_R
966,596.854,1,KEY_R
967,597.27,0,KEY_E
968,597.342,1,KEY_E
969,597.47,0,KEY_A
970,597.534,1,KEY_A
971,597.806,0,KEY_T
972,597.862,0,KEY_E
973,597.958,1,KEY_T
974,598.054,1,KEY_E
975,598.558,0,SPACE
976,598.726,1,SPACE
977,598.766,0,KEY_A
978,598.878,0,SPACE
979,598.926,1,KEY_A
980,599.046,1,SPACE
981,599.214,0,KEY_S
982,599.334,1,KEY_S
983,599.446,0,KEY_E
984,599.526,1,KEY_E
